order_id,payment_type,installments,payment_value
369,credit_card,3,46.64
370,cash_on_delivery,1,490.19
371,cash_on_delivery,1,302.17
372,credit_card,1,105.57
373,credit_card,3,471.63
374,cash_on_delivery,1,1158.06
375,credit_card,6,160.42
376,credit_card,1,9.26
377,credit_card,1,425.34
378,wallet,1,33.51
379,wallet,1,331.78
380,credit_card,1,246.86
381,credit_card,3,80.25
382,credit_card,1,92.5
383,cash_on_delivery,1,356.75
384,bank_transfer,1,55.22
385,cash_on_delivery,1,145.72
386,cash_on_delivery,1,77.49
387,cash_on_delivery,1,161.77
388,cash_on_delivery,1,89.07
389,cash_on_delivery,1,32.43
390,cash_on_delivery,1,120.13
391,cash_on_delivery,1,822.61
392,credit_card,2,581.39
393,cash_on_delivery,1,62.69
394,cash_on_delivery,1,20.91
395,bank_transfer,1,880.99
396,cash_on_delivery,1,576.82
397,wallet,1,170.39
398,bank_transfer,1,206.28
399,wallet,1,103.45
400,credit_card,2,396.0
401,credit_card,12,678.83
402,credit_card,1,64.6
403,wallet,1,323.6
404,cash_on_delivery,1,135.75
405,credit_card,1,80.08
406,credit_card,3,123.62
407,credit_card,12,193.4
408,credit_card,1,14.93
409,credit_card,1,215.77
410,bank_transfer,1,223.24
411,cash_on_delivery,1,81.24
412,wallet,1,295.09
413,cash_on_delivery,1,515.76
414,cash_on_delivery,1,289.63
415,cash_on_delivery,1,824.5
416,credit_card,1,98.68
417,credit_card,2,126.57
418,cash_on_delivery,1,148.2
419,credit_card,6,605.69
420,credit_card,3,331.67
421,wallet,1,397.07
422,bank_transfer,1,168.55
423,credit_card,6,395.69
424,wallet,1,266.61
425,cash_on_delivery,1,40.12
426,cash_on_delivery,1,90.65
427,wallet,1,222.82
428,cash_on_delivery,1,32.85
429,cash_on_delivery,1,76.22
430,credit_card,3,898.73
431,credit_card,1,1025.73
432,cash_on_delivery,1,286.13
433,credit_card,6,512.67
434,credit_card,3,508.36
435,credit_card,6,120.33
436,credit_card,1,63.03
437,credit_card,3,128.33
438,cash_on_delivery,1,245.35
439,credit_card,3,82.12
440,credit_card,1,334.57
441,cash_on_delivery,1,44.12
442,credit_card,6,221.46
443,cash_on_delivery,1,791.72
444,credit_card,1,149.84
445,credit_card,1,224.25
446,bank_transfer,1,2029.06
447,credit_card,2,1194.33
448,cash_on_delivery,1,391.74
449,cash_on_delivery,1,98.8
450,cash_on_delivery,1,1230.94
451,wallet,1,241.99
452,credit_card,6,145.41
453,cash_on_delivery,1,147.66
454,cash_on_delivery,1,1230.25
455,credit_card,1,73.75
456,cash_on_delivery,1,249.6
457,cash_on_delivery,1,58.73
458,cash_on_delivery,1,229.89
459,wallet,1,842.99
460,cash_on_delivery,1,34.97
461,wallet,1,1002.09
462,bank_transfer,1,91.49
463,bank_transfer,1,274.23
464,credit_card,2,55.79
465,credit_card,2,150.87
466,credit_card,12,598.87
467,cash_on_delivery,1,328.75
468,credit_card,2,35.82
469,cash_on_delivery,1,310.35
470,cash_on_delivery,1,207.26
471,credit_card,2,83.31
472,credit_card,2,304.37
473,cash_on_delivery,1,320.84
474,cash_on_delivery,1,353.33
475,credit_card,3,619.34
476,wallet,1,259.34
477,cash_on_delivery,1,121.01
478,credit_card,2,158.64
479,cash_on_delivery,1,842.59
480,credit_card,3,189.67
481,cash_on_delivery,1,49.46
482,credit_card,1,1010.02
483,cash_on_delivery,1,910.8
484,credit_card,12,372.93
485,bank_transfer,1,329.96
486,credit_card,3,57.57
487,cash_on_delivery,1,27.92
488,bank_transfer,1,556.15
489,credit_card,12,1771.97
490,cash_on_delivery,1,273.82
491,cash_on_delivery,1,457.88
492,wallet,1,647.89
493,credit_card,6,49.69
494,cash_on_delivery,1,1626.59
495,cash_on_delivery,1,185.53
496,credit_card,1,106.65
497,credit_card,2,484.59
498,credit_card,2,366.2
499,credit_card,3,171.65
500,credit_card,12,267.43
501,credit_card,2,133.79
502,cash_on_delivery,1,474.97
503,bank_transfer,1,312.95
504,wallet,1,6.66
505,credit_card,6,19.22
506,cash_on_delivery,1,224.78
507,credit_card,1,2268.65
508,credit_card,3,52.88
509,credit_card,2,48.79
510,cash_on_delivery,1,88.42
511,cash_on_delivery,1,927.7
512,cash_on_delivery,1,124.26
513,cash_on_delivery,1,43.5
514,credit_card,2,1436.52
515,wallet,1,122.12
516,wallet,1,12.54
517,cash_on_delivery,1,30.11
518,wallet,1,37.63
519,credit_card,6,7.27
520,credit_card,6,288.57
521,cash_on_delivery,1,290.39
522,credit_card,1,92.51
523,bank_transfer,1,163.67
524,credit_card,6,216.52
525,cash_on_delivery,1,247.59
526,wallet,1,29.27
527,credit_card,1,118.66
528,cash_on_delivery,1,594.91
529,credit_card,12,120.3
530,credit_card,2,40.96
531,credit_card,2,490.62
532,bank_transfer,1,729.18
533,credit_card,6,118.23
534,cash_on_delivery,1,60.81
535,credit_card,1,208.16
536,cash_on_delivery,1,75.16
537,credit_card,6,147.11
538,wallet,1,242.65
539,credit_card,1,276.87
540,cash_on_delivery,1,64.06
541,credit_card,12,201.6
542,credit_card,6,316.02
543,credit_card,2,817.11
544,credit_card,1,77.79
545,wallet,1,254.89
546,credit_card,1,31.35
547,credit_card,1,70.33
548,cash_on_delivery,1,69.53
549,cash_on_delivery,1,1588.54
550,credit_card,1,213.16
551,credit_card,1,701.1
552,credit_card,2,166.37
553,cash_on_delivery,1,126.76
554,cash_on_delivery,1,52.05
555,cash_on_delivery,1,206.99
556,cash_on_delivery,1,6.58
557,credit_card,1,55.03
558,wallet,1,784.97
559,wallet,1,575.96
560,credit_card,1,74.99
561,cash_on_delivery,1,252.98
562,cash_on_delivery,1,118.5
563,credit_card,3,80.48
564,credit_card,1,224.38
565,credit_card,1,83.67
566,credit_card,2,41.11
567,credit_card,3,2.87
568,cash_on_delivery,1,68.21
569,cash_on_delivery,1,176.97
570,wallet,1,1386.26
571,cash_on_delivery,1,249.08
572,cash_on_delivery,1,210.54
573,cash_on_delivery,1,1100.79
574,credit_card,2,15.56
575,credit_card,1,33.99
576,cash_on_delivery,1,52.69
577,cash_on_delivery,1,92.44
578,credit_card,1,93.39
579,bank_transfer,1,8.64
580,credit_card,1,255.11
581,wallet,1,62.41
582,credit_card,6,1518.38
583,bank_transfer,1,217.76
584,cash_on_delivery,1,309.65
585,cash_on_delivery,1,275.58
586,credit_card,2,315.16
587,cash_on_delivery,1,46.7
588,cash_on_delivery,1,1054.86
589,bank_transfer,1,81.06
590,wallet,1,220.01
591,credit_card,3,56.78
592,cash_on_delivery,1,7.31
593,cash_on_delivery,1,122.16
594,credit_card,1,399.92
595,wallet,1,113.22
596,credit_card,1,49.99
597,cash_on_delivery,1,222.59
598,credit_card,3,220.17
599,credit_card,6,278.67
600,credit_card,6,180.3
601,credit_card,6,963.34
602,credit_card,2,38.84
603,cash_on_delivery,1,193.64
604,bank_transfer,1,47.48
605,wallet,1,91.84
606,credit_card,1,154.27
607,wallet,1,113.47
608,credit_card,2,93.84
609,credit_card,12,289.29
610,credit_card,6,674.45
611,credit_card,1,595.97
612,wallet,1,242.82
613,credit_card,2,164.69
614,credit_card,2,948.69
615,wallet,1,24.15
616,cash_on_delivery,1,32.47
617,credit_card,6,254.7
618,cash_on_delivery,1,91.05
619,credit_card,3,458.65
620,credit_card,1,141.58
621,cash_on_delivery,1,90.06
622,credit_card,1,186.81
623,cash_on_delivery,1,1108.19
624,credit_card,6,122.71
625,credit_card,2,97.02
626,cash_on_delivery,1,59.44
627,cash_on_delivery,1,1804.2
628,credit_card,6,256.53
629,credit_card,3,649.81
630,cash_on_delivery,1,262.33
631,credit_card,1,518.39
632,credit_card,3,49.52
633,bank_transfer,1,157.63
634,cash_on_delivery,1,48.68
635,cash_on_delivery,1,129.84
636,credit_card,1,587.82
637,wallet,1,179.18
638,credit_card,2,32.63
639,cash_on_delivery,1,264.9
640,credit_card,1,908.02
641,cash_on_delivery,1,30.13
642,cash_on_delivery,1,61.48
643,credit_card,2,232.33
644,credit_card,1,261.81
645,wallet,1,987.45
646,cash_on_delivery,1,200.91
647,credit_card,1,385.77
648,cash_on_delivery,1,205.7
649,credit_card,6,34.73
650,credit_card,3,39.73
651,cash_on_delivery,1,200.66
652,cash_on_delivery,1,363.97
653,wallet,1,252.33
654,credit_card,2,289.46
655,cash_on_delivery,1,90.53
656,cash_on_delivery,1,59.57
657,credit_card,1,139.05
658,credit_card,1,39.46
659,credit_card,1,710.77
660,credit_card,3,118.15
661,cash_on_delivery,1,188.33
662,credit_card,6,1429.66
663,cash_on_delivery,1,381.76
664,credit_card,3,158.01
665,credit_card,12,408.66
666,credit_card,1,62.46
667,credit_card,1,195.66
668,credit_card,2,349.75
669,credit_card,6,168.87
670,cash_on_delivery,1,1072.58
671,credit_card,12,154.63
672,credit_card,1,1210.47
673,credit_card,1,300.81
674,wallet,1,17.2
675,credit_card,1,139.38
676,cash_on_delivery,1,55.92
677,credit_card,3,78.38
678,credit_card,1,453.94
679,cash_on_delivery,1,939.17
680,credit_card,12,1097.44
681,cash_on_delivery,1,143.71
682,cash_on_delivery,1,968.39
683,credit_card,1,258.54
684,credit_card,1,619.4
685,cash_on_delivery,1,223.26
686,credit_card,1,290.94
687,wallet,1,729.08
688,cash_on_delivery,1,112.59
689,cash_on_delivery,1,74.8
690,cash_on_delivery,1,86.65
691,credit_card,6,527.43
692,cash_on_delivery,1,341.05
693,cash_on_delivery,1,707.76
694,credit_card,1,2.7
695,cash_on_delivery,1,20.37
696,wallet,1,554.93
697,wallet,1,258.13
698,credit_card,1,294.05
699,credit_card,2,86.72
700,wallet,1,704.44
701,bank_transfer,1,179.28
702,credit_card,12,191.36
703,wallet,1,242.01
704,cash_on_delivery,1,819.99
705,credit_card,6,961.65
706,cash_on_delivery,1,50.55
707,credit_card,6,320.63
708,credit_card,2,401.39
709,bank_transfer,1,285.16
710,cash_on_delivery,1,256.91
711,cash_on_delivery,1,442.69
712,credit_card,6,29.27
713,bank_transfer,1,87.49
714,credit_card,2,139.06
715,bank_transfer,1,47.5
716,cash_on_delivery,1,332.96
717,credit_card,3,103.71
718,cash_on_delivery,1,69.94
719,credit_card,1,1125.44
720,credit_card,1,431.36
721,credit_card,1,453.92
722,wallet,1,33.46
723,credit_card,1,16.03
724,credit_card,1,870.94
725,credit_card,12,599.9
726,cash_on_delivery,1,169.45
727,cash_on_delivery,1,121.54
728,wallet,1,114.08
729,credit_card,3,112.52
730,cash_on_delivery,1,33.44
731,wallet,1,314.48
732,cash_on_delivery,1,294.26
733,credit_card,2,28.79
734,cash_on_delivery,1,290.16
735,credit_card,1,677.74
736,credit_card,1,668.52
737,credit_card,6,756.61
738,credit_card,6,176.82
739,credit_card,2,783.56
740,credit_card,1,6.44
741,credit_card,12,326.06
742,wallet,1,166.48
743,credit_card,6,1158.06
744,credit_card,1,895.84
745,wallet,1,347.84
746,credit_card,1,540.44
747,bank_transfer,1,104.27
748,credit_card,3,718.26
749,credit_card,1,105.97
750,credit_card,1,646.57
751,bank_transfer,1,74.5
752,cash_on_delivery,1,91.21
753,cash_on_delivery,1,73.59
754,credit_card,1,1244.62
755,credit_card,1,643.4
756,credit_card,6,398.51
757,cash_on_delivery,1,350.27
758,cash_on_delivery,1,124.6
759,wallet,1,302.16
760,wallet,1,308.75
761,credit_card,1,120.69
762,bank_transfer,1,762.49
763,credit_card,1,256.78
764,cash_on_delivery,1,1197.03
765,cash_on_delivery,1,827.79
766,credit_card,12,688.74
767,credit_card,6,725.14
768,cash_on_delivery,1,351.52
769,cash_on_delivery,1,43.78
770,credit_card,1,687.29
771,credit_card,2,567.24
772,credit_card,1,199.0
773,credit_card,2,57.21
774,cash_on_delivery,1,234.16
775,cash_on_delivery,1,245.2
776,credit_card,1,168.42
777,cash_on_delivery,1,752.09
778,cash_on_delivery,1,3.73
779,wallet,1,1106.67
780,credit_card,3,84.43
781,credit_card,1,110.91
782,cash_on_delivery,1,170.95
783,wallet,1,7.29
784,wallet,1,471.58
785,credit_card,2,28.09
786,credit_card,3,369.31
787,cash_on_delivery,1,215.08
788,cash_on_delivery,1,132.47
789,credit_card,1,98.35
790,cash_on_delivery,1,236.05
791,cash_on_delivery,1,203.42
792,credit_card,2,150.17
793,cash_on_delivery,1,105.57
794,credit_card,2,1375.36
795,cash_on_delivery,1,56.44
796,cash_on_delivery,1,24.2
797,cash_on_delivery,1,127.96
798,wallet,1,219.73
799,cash_on_delivery,1,346.43
800,credit_card,6,395.74
801,credit_card,6,293.24
802,credit_card,1,321.62
803,cash_on_delivery,1,34.44
804,credit_card,1,119.08
805,credit_card,1,281.22
806,credit_card,1,77.11
807,cash_on_delivery,1,332.26
808,credit_card,1,651.14
809,cash_on_delivery,1,149.46
810,bank_transfer,1,759.88
811,cash_on_delivery,1,304.81
812,credit_card,1,120.61
813,cash_on_delivery,1,570.26
814,credit_card,2,204.73
815,cash_on_delivery,1,24.57
816,wallet,1,1217.31
817,cash_on_delivery,1,84.22
818,wallet,1,130.92
819,wallet,1,917.22
820,credit_card,3,224.2
821,cash_on_delivery,1,464.07
822,cash_on_delivery,1,48.24
823,cash_on_delivery,1,609.15
824,wallet,1,148.12
825,wallet,1,245.43
826,credit_card,6,859.15
827,cash_on_delivery,1,18.47
828,cash_on_delivery,1,88.81
829,cash_on_delivery,1,58.73
830,wallet,1,12.89
831,credit_card,2,248.2
832,credit_card,3,91.06
833,cash_on_delivery,1,1772.66
834,credit_card,2,246.77
835,wallet,1,43.82
836,cash_on_delivery,1,1135.45
837,cash_on_delivery,1,73.8
838,bank_transfer,1,615.72
839,credit_card,1,227.71
840,cash_on_delivery,1,583.96
841,credit_card,1,237.02
842,credit_card,1,239.48
843,credit_card,1,47.43
844,cash_on_delivery,1,295.18
845,wallet,1,945.8
846,credit_card,1,159.65
847,credit_card,2,188.8
848,credit_card,1,643.54
849,bank_transfer,1,260.58
850,wallet,1,110.61
851,credit_card,3,119.75
852,credit_card,12,157.05
853,credit_card,3,74.06
854,credit_card,3,376.1
855,cash_on_delivery,1,79.49
856,bank_transfer,1,563.37
857,credit_card,1,415.5
858,credit_card,12,190.15
859,cash_on_delivery,1,216.15
860,cash_on_delivery,1,48.54
861,bank_transfer,1,100.85
862,credit_card,1,39.81
863,cash_on_delivery,1,117.98
864,credit_card,3,242.2
865,credit_card,3,37.18
866,bank_transfer,1,284.33
867,credit_card,1,242.34
868,cash_on_delivery,1,34.41
869,credit_card,2,194.63
870,credit_card,12,220.23
871,cash_on_delivery,1,54.23
872,credit_card,2,906.28
873,credit_card,2,99.18
874,credit_card,3,126.33
875,cash_on_delivery,1,387.59
876,credit_card,6,7.81
877,bank_transfer,1,87.76
878,wallet,1,554.69
879,cash_on_delivery,1,262.51
880,cash_on_delivery,1,203.6
881,cash_on_delivery,1,39.31
882,cash_on_delivery,1,154.44
883,cash_on_delivery,1,446.84
884,credit_card,3,147.98
885,credit_card,3,29.62
886,credit_card,12,145.75
887,cash_on_delivery,1,76.49
888,cash_on_delivery,1,432.74
889,credit_card,3,235.19
890,credit_card,1,42.08
891,credit_card,2,287.36
892,credit_card,6,64.78
893,credit_card,3,1693.46
894,wallet,1,50.66
895,cash_on_delivery,1,259.16
896,credit_card,1,225.45
897,wallet,1,997.72
898,bank_transfer,1,106.12
899,credit_card,1,32.21
900,credit_card,3,57.36
901,credit_card,1,56.04
902,credit_card,1,142.06
903,credit_card,12,76.35
904,credit_card,2,256.34
905,cash_on_delivery,1,93.4
906,cash_on_delivery,1,129.46
907,cash_on_delivery,1,1268.98
908,credit_card,12,139.08
909,cash_on_delivery,1,94.57
910,cash_on_delivery,1,180.5
911,cash_on_delivery,1,39.64
912,credit_card,1,37.02
913,bank_transfer,1,72.4
914,credit_card,2,858.39
915,wallet,1,109.09
916,credit_card,1,49.29
917,credit_card,6,537.77
918,wallet,1,19.57
919,wallet,1,80.08
920,cash_on_delivery,1,27.62
921,credit_card,2,134.26
922,cash_on_delivery,1,13.05
923,cash_on_delivery,1,612.08
924,credit_card,6,1622.1
925,credit_card,1,85.95
926,credit_card,6,274.74
927,wallet,1,219.93
928,cash_on_delivery,1,200.63
929,credit_card,6,745.2
930,credit_card,6,53.9
931,credit_card,3,82.42
932,credit_card,1,99.03
933,credit_card,1,944.84
934,credit_card,3,2108.13
935,cash_on_delivery,1,30.51
936,credit_card,2,515.19
937,credit_card,1,1327.71
938,credit_card,1,275.46
939,wallet,1,33.62
940,cash_on_delivery,1,97.36
941,cash_on_delivery,1,73.89
942,credit_card,1,120.17
943,cash_on_delivery,1,71.06
944,credit_card,12,160.44
945,credit_card,12,20.3
946,wallet,1,618.77
947,credit_card,6,117.66
948,cash_on_delivery,1,20.33
949,credit_card,1,1285.12
950,cash_on_delivery,1,336.24
951,credit_card,12,83.17
952,bank_transfer,1,78.18
953,bank_transfer,1,366.13
954,cash_on_delivery,1,241.72
955,credit_card,2,88.73
956,wallet,1,447.76
957,credit_card,2,79.79
958,credit_card,2,444.58
959,cash_on_delivery,1,201.01
960,cash_on_delivery,1,442.46
961,wallet,1,68.48
