order_id,customer_id,order_date,status,delivery_days
53,18,2024-08-21T19:51:51,delivered,7.0
54,18,2024-05-27T16:47:52,canceled,
55,18,2024-12-24T02:57:53,delivered,4.0
56,18,2024-09-06T04:25:22,delivered,12.0
57,19,2024-11-27T17:44:17,delivered,6.0
58,20,2024-07-02T00:20:13,delivered,2.0
59,20,2024-05-24T22:23:42,delivered,2.0
60,20,2024-10-20T13:31:00,shipped,
61,20,2024-02-18T05:58:47,shipped,
62,20,2024-05-21T15:09:25,delivered,9.0
63,20,2024-03-16T07:15:18,canceled,
64,20,2024-01-28T02:13:29,shipped,
65,21,2024-03-28T23:10:06,shipped,
66,21,2023-04-19T07:00:49,delivered,4.0
67,21,2024-06-14T21:16:47,canceled,
68,21,2024-05-21T09:16:30,shipped,
69,22,2023-06-28T21:34:38,delivered,5.0
70,22,2023-10-09T09:34:23,shipped,
71,22,2024-05-06T12:01:14,shipped,
72,22,2024-12-30T17:14:10,delivered,4.0
73,23,2024-02-03T22:23:19,delivered,1.0
74,23,2023-12-19T11:46:20,delivered,3.0
75,23,2024-09-05T16:00:30,delivered,7.0
76,23,2024-02-17T08:45:58,shipped,
77,23,2024-12-14T17:16:30,delivered,4.0
78,23,2024-04-06T06:02:53,canceled,
79,24,2024-07-10T16:04:47,delivered,3.0
80,24,2024-12-31T15:51:10,canceled,
81,24,2023-10-10T13:18:51,delivered,3.0
82,24,2024-08-08T20:22:53,delivered,15.0
83,24,2024-10-14T00:23:18,delivered,1.0
84,24,2023-09-30T21:20:32,delivered,8.0
85,24,2024-06-11T00:28:23,shipped,
86,25,2024-12-16T14:30:05,delivered,4.0
87,25,2024-05-14T20:49:56,delivered,5.0
88,25,2024-12-22T06:19:36,delivered,3.0
89,25,2024-06-07T01:23:26,delivered,4.0
90,25,2024-07-02T06:26:27,delivered,4.0
91,25,2024-11-28T23:12:35,canceled,
92,26,2023-08-15T19:48:34,delivered,5.0
93,26,2024-03-27T06:09:39,shipped,
94,26,2024-06-23T15:09:35,canceled,
95,26,2023-07-13T07:01:29,shipped,
96,26,2023-10-31T16:08:37,delivered,8.0
97,27,2023-09-15T23:07:50,canceled,
98,27,2023-03-25T11:19:44,delivered,4.0
99,27,2024-07-11T20:41:11,canceled,
100,27,2023-06-20T04:13:58,delivered,4.0
101,27,2024-12-22T00:43:55,delivered,3.0
102,27,2023-06-13T08:58:59,delivered,8.0
103,28,2024-02-02T04:49:57,delivered,11.0
104,28,2024-02-20T06:51:13,delivered,16.0
105,28,2024-03-11T03:21:52,delivered,10.0
106,29,2024-11-30T16:22:19,canceled,
107,29,2024-10-16T01:20:14,shipped,
108,30,2024-10-06T15:47:46,delivered,15.0
109,30,2024-10-26T07:33:10,delivered,4.0
110,30,2024-09-06T18:41:15,delivered,5.0
111,30,2024-09-12T18:49:28,canceled,
112,31,2024-12-29T05:05:25,delivered,2.0
113,31,2024-12-28T23:58:05,shipped,
114,31,2024-12-27T00:17:15,delivered,4.0
115,32,2023-05-29T06:48:45,delivered,6.0
116,32,2023-08-25T00:47:30,delivered,10.0
117,32,2024-05-06T14:32:21,delivered,3.0
118,32,2024-04-01T10:55:44,delivered,2.0
119,32,2024-04-22T15:30:22,delivered,6.0
120,32,2023-03-17T05:58:19,shipped,
121,32,2024-08-05T07:13:32,shipped,
122,32,2023-05-19T11:15:37,delivered,5.0
123,32,2023-02-16T23:58:45,delivered,7.0
124,33,2024-01-26T08:35:57,delivered,3.0
125,33,2024-08-03T13:37:34,delivered,2.0
126,33,2024-06-21T20:01:07,canceled,
127,34,2024-04-24T13:42:01,delivered,2.0
128,34,2023-10-15T14:06:40,delivered,2.0
129,34,2024-01-18T15:27:32,shipped,
130,34,2024-06-22T00:58:45,delivered,8.0
131,34,2023-12-25T13:26:22,delivered,7.0
132,34,2024-07-04T21:48:54,delivered,7.0
133,34,2023-12-01T01:36:39,delivered,7.0
134,34,2023-11-27T15:29:58,delivered,2.0
135,35,2024-08-27T06:32:09,delivered,12.0
136,35,2024-03-07T12:36:28,canceled,
137,35,2024-08-19T00:26:42,delivered,9.0
138,35,2024-08-08T16:33:17,delivered,1.0
139,36,2024-05-06T11:01:48,delivered,13.0
140,36,2024-11-25T18:16:46,delivered,6.0
141,37,2024-10-08T13:17:03,delivered,1.0
142,37,2024-10-07T13:57:42,canceled,
143,37,2024-11-06T09:23:15,delivered,4.0
144,37,2024-08-28T15:50:01,delivered,2.0
145,37,2024-09-15T16:45:25,delivered,8.0
146,37,2024-12-19T10:46:56,delivered,3.0
147,37,2024-07-09T15:11:04,delivered,16.0
148,37,2024-03-06T13:00:24,canceled,
149,37,2024-07-29T09:03:08,delivered,6.0
150,37,2024-03-23T23:02:38,delivered,9.0
151,38,2024-09-05T22:28:23,delivered,3.0
152,38,2024-10-09T20:43:08,delivered,3.0
153,38,2024-12-06T03:40:54,delivered,3.0
154,38,2024-12-06T10:59:41,delivered,4.0
155,38,2024-05-25T23:46:16,canceled,
156,38,2024-08-23T04:14:20,delivered,1.0
157,38,2024-11-25T18:42:56,shipped,
158,38,2024-02-09T13:37:31,shipped,
159,38,2024-04-19T10:04:47,shipped,
160,38,2024-04-16T10:22:24,delivered,9.0
161,38,2024-06-03T09:43:23,delivered,4.0
162,39,2024-06-23T03:32:13,delivered,12.0
163,39,2024-11-16T21:24:19,delivered,6.0
164,39,2023-08-15T12:29:11,delivered,3.0
165,39,2024-01-05T16:49:08,canceled,
166,40,2024-12-27T06:11:23,canceled,
167,40,2024-12-29T20:48:03,delivered,3.0
168,40,2024-12-24T03:01:31,delivered,1.0
169,40,2024-12-23T10:37:29,delivered,4.0
170,41,2024-12-13T12:48:08,shipped,
171,41,2023-04-07T10:20:09,shipped,
172,41,2024-04-02T19:34:23,delivered,8.0
173,41,2023-07-19T03:31:51,delivered,3.0
174,41,2024-10-19T10:32:05,delivered,1.0
175,41,2024-04-28T20:01:38,delivered,1.0
176,41,2024-11-17T10:09:13,delivered,5.0
177,42,2024-11-21T18:17:18,shipped,
178,42,2024-12-02T18:00:58,delivered,4.0
179,42,2024-10-12T19:23:37,delivered,7.0
180,42,2024-10-24T13:57:26,shipped,
181,42,2024-12-03T06:52:36,canceled,
182,43,2024-08-26T05:02:42,shipped,
183,43,2024-11-30T20:46:27,canceled,
184,43,2024-07-05T11:50:01,shipped,
185,44,2024-10-12T03:18:43,delivered,4.0
186,44,2024-07-19T20:05:59,shipped,
187,44,2023-11-29T16:40:00,delivered,15.0
188,45,2024-03-31T10:40:01,delivered,5.0
189,45,2024-05-28T21:57:49,delivered,6.0
190,45,2024-10-06T23:21:06,delivered,2.0
191,45,2024-04-14T08:54:54,delivered,8.0
192,46,2024-10-21T14:47:40,shipped,
193,46,2024-10-26T15:11:08,delivered,9.0
194,46,2024-12-24T00:51:49,delivered,9.0
195,46,2024-11-23T14:30:18,canceled,
196,47,2024-07-10T16:01:17,delivered,2.0
197,47,2024-09-04T21:06:37,delivered,8.0
198,47,2023-12-15T17:34:14,delivered,3.0
199,47,2024-08-02T02:41:48,delivered,11.0
200,47,2023-12-16T09:27:58,delivered,7.0
201,47,2024-08-05T09:23:26,shipped,
202,48,2024-08-14T10:30:05,delivered,1.0
203,48,2024-03-04T10:36:10,delivered,12.0
204,48,2023-12-25T05:37:22,canceled,
205,49,2023-06-13T05:20:05,shipped,
206,49,2023-12-09T05:24:06,shipped,
207,49,2024-07-06T18:49:00,delivered,10.0
208,49,2024-11-22T05:40:31,shipped,
209,49,2024-02-20T13:45:42,delivered,2.0
210,50,2024-08-27T00:31:05,canceled,
211,50,2024-07-22T07:30:57,delivered,4.0
212,50,2024-04-16T23:39:56,delivered,8.0
213,51,2024-12-21T00:26:39,canceled,
214,51,2024-08-26T08:18:53,canceled,
215,51,2023-04-11T14:30:31,canceled,
216,51,2024-02-09T18:28:28,delivered,1.0
217,51,2024-09-09T02:53:33,delivered,5.0
218,51,2023-09-12T23:41:42,delivered,3.0
219,51,2023-09-06T01:27:53,shipped,
220,51,2023-09-19T02:19:05,delivered,2.0
221,51,2024-10-28T21:09:48,delivered,1.0
222,51,2024-01-29T23:04:47,delivered,1.0
223,52,2024-08-24T17:19:54,delivered,2.0
224,52,2024-12-05T10:55:16,shipped,
225,53,2024-02-21T21:26:33,canceled,
226,53,2024-05-09T17:56:06,canceled,
227,53,2024-06-07T09:37:09,shipped,
228,54,2024-10-16T18:18:57,delivered,6.0
229,54,2024-10-03T17:07:50,delivered,5.0
230,55,2024-12-14T11:05:29,delivered,6.0
231,55,2024-12-27T06:39:01,delivered,4.0
232,55,2024-11-16T11:11:05,shipped,
233,55,2024-11-15T20:47:23,canceled,
234,55,2024-11-09T06:59:13,delivered,2.0
235,56,2024-11-05T17:14:58,canceled,
236,56,2024-07-26T09:48:28,delivered,1.0
237,56,2023-10-22T11:08:58,delivered,8.0
238,56,2024-07-27T00:12:23,delivered,10.0
239,56,2023-10-17T16:38:05,delivered,7.0
240,56,2024-03-23T13:35:52,delivered,3.0
241,56,2023-12-17T07:49:37,shipped,
242,56,2024-01-30T05:50:26,delivered,5.0
243,56,2023-07-13T14:12:06,canceled,
244,56,2024-06-14T02:09:34,delivered,3.0
245,57,2024-11-23T13:27:04,delivered,2.0
246,57,2023-08-06T11:48:58,canceled,
247,57,2023-10-25T05:28:35,shipped,
248,57,2023-08-21T15:57:23,delivered,3.0
249,57,2023-06-14T05:06:51,delivered,2.0
250,57,2024-04-08T13:09:07,delivered,12.0
251,57,2024-04-15T17:03:04,delivered,2.0
252,57,2024-02-12T09:17:50,shipped,
253,57,2023-09-22T23:22:59,delivered,6.0
254,58,2024-08-09T19:14:18,delivered,12.0
255,58,2024-11-16T01:10:05,shipped,
256,59,2024-02-18T20:55:42,delivered,2.0
257,59,2024-07-12T03:21:17,shipped,
258,59,2024-05-23T22:12:38,canceled,
259,60,2024-04-20T15:41:25,delivered,6.0
260,60,2024-05-30T23:40:54,delivered,8.0
261,60,2024-09-03T16:31:52,shipped,
262,61,2024-07-12T00:13:52,shipped,
263,62,2023-12-06T11:44:15,delivered,3.0
264,62,2024-09-09T11:53:30,shipped,
265,62,2024-11-05T21:00:09,delivered,15.0
266,62,2024-05-12T21:54:55,delivered,3.0
267,62,2024-12-13T02:31:18,delivered,7.0
268,62,2024-07-14T07:36:08,delivered,3.0
269,62,2023-12-29T08:28:57,delivered,1.0
270,62,2024-11-04T16:00:24,delivered,7.0
271,63,2024-12-12T07:35:39,delivered,5.0
272,63,2024-12-19T13:51:13,shipped,
273,63,2024-07-19T18:26:54,shipped,
274,63,2024-12-15T07:37:57,delivered,4.0
275,63,2024-09-04T11:32:14,delivered,9.0
276,63,2024-09-05T17:24:09,delivered,8.0
277,63,2024-06-09T00:15:51,delivered,2.0
278,64,2023-07-15T12:54:48,delivered,4.0
279,64,2024-06-21T23:44:19,delivered,3.0
280,64,2024-05-07T17:09:42,delivered,10.0
281,64,2024-02-29T01:39:06,delivered,11.0
282,65,2024-08-16T01:25:10,delivered,1.0
283,65,2024-02-17T13:31:59,shipped,
284,66,2024-10-26T06:21:30,shipped,
285,66,2024-10-27T13:17:30,delivered,2.0
286,66,2024-11-06T22:38:35,delivered,6.0
287,66,2024-10-07T17:07:49,delivered,3.0
288,66,2024-12-12T13:43:38,shipped,
289,67,2024-12-11T03:21:14,delivered,5.0
290,67,2024-12-27T16:54:34,delivered,6.0
291,67,2024-11-27T11:20:19,delivered,4.0
292,67,2024-12-20T22:20:27,canceled,
293,67,2024-12-09T04:34:53,delivered,3.0
294,68,2024-12-06T03:27:04,canceled,
295,68,2024-09-30T09:07:35,delivered,1.0
296,68,2024-10-31T21:30:35,shipped,
297,69,2024-04-06T11:56:24,delivered,7.0
298,69,2024-02-16T14:01:06,canceled,
299,69,2024-05-02T00:31:17,delivered,5.0
300,69,2024-08-20T11:44:34,delivered,4.0
301,70,2024-11-21T21:00:54,delivered,11.0
302,70,2024-11-20T09:34:06,shipped,
303,70,2024-10-15T12:16:44,delivered,6.0
304,70,2024-11-03T19:59:05,delivered,2.0
305,71,2024-11-04T09:34:14,delivered,4.0
306,71,2024-07-19T08:16:09,delivered,3.0
307,71,2024-12-24T10:45:59,delivered,1.0
308,72,2024-11-08T20:08:41,delivered,8.0
309,72,2024-11-27T07:05:43,delivered,8.0
310,73,2024-11-28T07:14:01,canceled,
311,73,2024-12-30T21:52:45,delivered,3.0
312,73,2024-11-30T19:24:41,delivered,2.0
313,73,2024-12-30T06:04:16,delivered,8.0
314,74,2024-12-13T05:32:09,shipped,
315,74,2024-12-11T10:08:13,delivered,4.0
316,74,2024-12-17T14:11:28,shipped,
317,74,2024-12-07T10:55:20,delivered,6.0
318,74,2024-12-03T02:09:22,delivered,7.0
319,74,2024-12-14T14:14:40,delivered,10.0
320,74,2024-12-11T09:03:00,delivered,6.0
321,74,2024-12-16T05:06:47,delivered,7.0
322,75,2024-05-15T05:11:05,canceled,
323,75,2024-06-23T11:19:44,shipped,
324,75,2024-05-29T08:27:12,canceled,
325,75,2024-07-04T22:12:38,delivered,2.0
326,75,2024-10-03T12:25:44,delivered,6.0
327,75,2024-12-03T09:18:02,delivered,4.0
328,75,2024-06-06T10:35:55,delivered,7.0
329,75,2024-08-02T13:12:00,delivered,5.0
330,75,2024-12-02T15:44:45,delivered,9.0
331,76,2024-12-19T10:02:38,delivered,2.0
332,77,2024-04-27T03:01:31,delivered,7.0
333,78,2024-10-29T08:03:37,shipped,
334,78,2024-10-22T20:24:48,shipped,
335,79,2024-06-18T13:55:46,delivered,7.0
336,80,2024-12-16T23:23:57,delivered,9.0
337,80,2024-08-27T21:07:17,canceled,
338,80,2024-10-28T15:21:30,delivered,4.0
339,80,2024-11-08T16:01:43,delivered,13.0
340,80,2024-12-21T22:52:08,canceled,
341,81,2024-06-09T22:57:23,delivered,3.0
342,81,2024-12-25T01:01:59,canceled,
343,81,2024-08-06T13:03:20,canceled,
344,81,2024-08-05T10:04:18,delivered,1.0
345,81,2024-11-28T23:06:45,delivered,2.0
346,81,2024-10-23T19:55:32,canceled,
347,81,2024-09-13T12:41:23,delivered,3.0
348,81,2024-11-07T19:35:47,canceled,
349,81,2024-08-20T03:41:17,canceled,
350,82,2024-11-19T07:21:36,delivered,5.0
351,82,2024-11-14T15:56:19,delivered,4.0
352,83,2024-12-19T23:23:08,shipped,
353,84,2024-09-24T07:13:53,delivered,4.0
354,84,2024-12-15T12:23:05,shipped,
355,84,2024-11-03T03:46:22,canceled,
356,84,2024-09-25T11:47:25,delivered,2.0
357,84,2024-12-09T09:58:05,delivered,2.0
358,84,2024-10-13T08:55:58,delivered,7.0
359,84,2024-10-03T00:27:07,delivered,6.0
360,85,2024-08-28T15:05:32,shipped,
361,85,2024-08-01T06:46:26,shipped,
362,85,2024-07-06T09:31:14,canceled,
363,86,2024-06-21T09:35:44,delivered,3.0
364,86,2024-05-07T19:40:27,delivered,11.0
365,86,2024-02-22T19:35:52,shipped,
366,86,2024-11-15T17:19:15,shipped,
367,86,2024-02-03T12:40:57,canceled,
368,87,2024-11-15T08:09:15,delivered,3.0
369,87,2024-07-13T06:14:18,delivered,4.0
370,87,2024-09-23T17:21:12,canceled,
371,87,2024-07-13T10:03:07,shipped,
372,87,2024-07-31T14:25:36,delivered,1.0
373,88,2024-10-13T12:02:03,delivered,4.0
374,88,2024-12-01T21:22:02,delivered,4.0
375,88,2024-11-19T04:21:27,delivered,2.0
376,88,2024-12-07T07:05:09,delivered,1.0
377,88,2024-09-27T06:35:55,delivered,7.0
378,88,2024-10-26T20:53:55,canceled,
379,88,2024-10-24T14:50:21,delivered,5.0
380,88,2024-10-20T06:27:33,canceled,
381,88,2024-10-07T18:11:34,delivered,12.0
382,89,2024-07-12T12:47:12,canceled,
383,89,2024-08-09T16:26:48,delivered,2.0
384,89,2024-08-18T03:28:36,delivered,2.0
385,89,2024-05-18T00:10:10,delivered,7.0
386,90,2024-11-26T20:30:41,delivered,1.0
387,90,2023-11-04T23:10:24,shipped,
388,90,2024-04-12T03:31:49,canceled,
389,91,2024-06-23T06:27:44,shipped,
390,92,2023-04-01T22:38:57,delivered,9.0
391,92,2023-07-02T11:20:50,delivered,4.0
392,92,2023-06-11T18:07:08,delivered,5.0
393,92,2024-09-12T14:09:26,delivered,2.0
394,93,2024-08-19T12:19:07,delivered,2.0
395,93,2024-12-06T06:51:26,delivered,4.0
396,94,2024-08-01T21:31:21,delivered,1.0
397,94,2024-09-18T20:29:53,shipped,
398,94,2024-10-08T23:25:05,delivered,1.0
399,94,2024-01-22T22:48:15,delivered,8.0
400,94,2024-08-13T03:47:53,delivered,4.0
401,94,2024-02-05T18:07:03,delivered,11.0
402,94,2024-09-19T01:30:56,delivered,3.0
403,95,2024-11-02T20:47:58,shipped,
404,95,2023-04-09T01:43:07,delivered,7.0
405,95,2024-05-29T18:30:33,shipped,
406,95,2023-04-26T07:48:34,delivered,13.0
407,95,2023-10-24T11:39:43,delivered,9.0
408,95,2024-11-28T00:34:03,delivered,3.0
409,95,2023-07-09T10:34:28,delivered,4.0
410,95,2024-02-13T06:26:47,delivered,3.0
411,95,2023-04-26T05:40:37,delivered,3.0
412,95,2023-12-01T15:23:42,canceled,
413,95,2024-12-12T11:16:38,delivered,1.0
414,96,2024-07-01T00:22:20,delivered,5.0
415,96,2023-11-19T17:46:31,delivered,6.0
416,96,2024-06-16T01:31:18,canceled,
417,96,2023-09-17T08:07:05,delivered,9.0
418,96,2024-09-20T02:25:16,delivered,4.0
419,97,2024-12-23T09:20:19,canceled,
420,98,2024-09-27T10:21:56,shipped,
421,98,2024-09-05T03:08:58,shipped,
422,98,2024-07-25T17:04:27,delivered,10.0
423,98,2024-08-02T08:48:06,delivered,18.0
424,98,2024-12-15T01:29:40,canceled,
425,98,2024-09-02T07:39:41,canceled,
426,98,2024-12-08T00:31:02,delivered,5.0
427,98,2024-10-13T16:49:19,delivered,7.0
428,98,2024-10-21T05:34:26,delivered,1.0
429,98,2024-12-23T07:04:32,delivered,2.0
430,99,2024-12-18T16:02:21,delivered,3.0
431,99,2024-07-05T11:33:42,delivered,6.0
432,99,2023-10-07T22:31:19,canceled,
433,99,2024-04-05T01:23:57,delivered,21.0
434,99,2023-10-28T14:06:33,shipped,
435,99,2024-08-15T01:16:53,shipped,
436,99,2024-11-23T17:20:46,shipped,
437,99,2024-08-09T14:04:54,delivered,5.0
438,100,2024-11-14T22:18:15,delivered,8.0
439,100,2024-11-10T17:26:40,delivered,6.0
440,100,2024-10-11T05:15:27,delivered,1.0
441,100,2024-10-30T00:45:44,delivered,5.0
442,100,2024-11-10T14:56:28,canceled,
443,100,2024-12-31T08:15:51,delivered,1.0
444,100,2024-11-03T15:19:59,delivered,4.0
445,100,2024-11-11T13:14:12,delivered,16.0
446,101,2024-03-02T08:57:24,delivered,4.0
447,101,2024-08-11T16:52:15,shipped,
448,102,2024-12-22T03:57:20,shipped,
449,102,2024-12-08T07:15:37,delivered,8.0
450,102,2024-12-28T13:59:29,shipped,
451,102,2024-12-07T07:31:00,delivered,2.0
452,102,2024-12-31T05:40:28,canceled,
453,102,2024-12-13T05:29:10,delivered,6.0
454,102,2024-12-30T04:45:12,delivered,3.0
455,102,2024-12-28T03:32:02,delivered,3.0
456,103,2023-12-13T12:04:11,delivered,14.0
457,104,2024-11-30T05:28:59,delivered,9.0
458,104,2024-12-27T11:29:13,shipped,
459,105,2024-06-21T03:41:43,shipped,
460,105,2024-03-18T19:22:50,shipped,
461,105,2024-12-04T17:05:47,canceled,
462,106,2024-08-15T04:07:38,canceled,
463,106,2024-10-04T03:32:03,delivered,13.0
464,106,2024-09-18T17:21:45,delivered,3.0
465,107,2024-05-09T16:03:14,shipped,
466,107,2023-05-24T17:54:16,canceled,
467,107,2024-04-15T03:05:42,delivered,2.0
468,107,2023-11-21T23:05:28,delivered,4.0
469,107,2023-07-28T12:54:52,shipped,
470,107,2024-05-11T09:12:03,delivered,5.0
471,107,2023-05-28T17:49:34,delivered,2.0
472,107,2024-01-03T11:09:51,delivered,7.0
473,107,2024-08-15T02:55:17,delivered,3.0
474,108,2024-08-29T20:53:09,delivered,3.0
475,108,2024-01-04T13:39:30,delivered,3.0
476,108,2024-03-23T14:49:31,canceled,
477,108,2024-12-13T12:36:22,canceled,
478,109,2024-03-20T17:47:51,delivered,3.0
479,109,2024-11-20T03:05:14,canceled,
480,109,2023-12-24T04:40:46,delivered,3.0
481,110,2024-09-10T05:36:25,shipped,
482,110,2024-09-13T00:21:04,canceled,
483,110,2024-09-12T05:41:19,shipped,
484,111,2024-09-29T03:51:11,shipped,
485,112,2023-09-24T06:45:23,delivered,12.0
486,113,2023-06-03T14:05:11,delivered,7.0
487,113,2023-10-02T18:02:00,shipped,
488,113,2024-11-09T02:13:50,delivered,10.0
489,114,2024-09-07T20:57:03,delivered,7.0
490,114,2023-10-21T05:54:49,delivered,5.0
491,114,2024-11-06T15:00:38,shipped,
492,115,2023-03-18T23:50:31,canceled,
493,115,2023-08-23T02:21:14,delivered,9.0
494,115,2023-05-11T22:34:04,delivered,6.0
495,115,2023-06-09T11:35:33,shipped,
496,115,2024-11-20T02:23:54,shipped,
497,115,2024-06-14T13:02:18,canceled,
498,115,2024-07-23T11:24:47,shipped,
499,115,2024-11-01T06:12:34,delivered,9.0
500,116,2024-05-19T14:40:53,delivered,1.0
501,116,2024-12-16T14:02:16,delivered,3.0
502,117,2024-09-15T23:01:02,delivered,4.0
503,117,2024-11-08T06:41:45,delivered,2.0
504,117,2024-09-18T05:45:50,delivered,16.0
505,117,2024-08-20T08:17:30,delivered,5.0
506,117,2024-09-28T15:50:30,delivered,7.0
507,117,2024-09-08T03:51:35,delivered,13.0
508,118,2024-07-04T17:59:39,delivered,6.0
509,118,2024-03-18T22:59:33,delivered,11.0
510,119,2023-12-10T21:48:47,delivered,3.0
511,119,2024-08-24T04:39:54,delivered,3.0
512,119,2023-08-26T16:16:39,delivered,1.0
513,119,2024-07-07T08:29:57,delivered,5.0
514,119,2024-12-07T10:12:49,shipped,
515,119,2023-12-16T11:43:03,canceled,
516,119,2024-03-29T21:35:04,shipped,
517,119,2024-12-20T20:30:32,delivered,5.0
518,120,2023-08-21T13:59:10,delivered,1.0
519,120,2024-09-29T16:50:45,shipped,
520,120,2024-02-12T02:26:12,delivered,9.0
521,120,2024-02-22T05:12:34,delivered,6.0
522,120,2024-01-23T08:07:52,canceled,
523,120,2024-05-14T22:35:50,delivered,4.0
524,120,2024-04-07T17:38:50,delivered,3.0
525,120,2023-11-24T21:45:26,shipped,
526,120,2023-12-01T19:03:36,shipped,
527,121,2024-11-29T00:23:50,delivered,4.0
528,121,2024-11-28T02:51:56,delivered,9.0
529,121,2024-12-04T11:26:08,delivered,4.0
530,121,2024-10-02T22:05:00,delivered,7.0
531,121,2024-11-03T00:37:02,delivered,5.0
532,121,2024-11-17T20:01:46,delivered,5.0
533,121,2024-11-04T22:19:17,delivered,2.0
534,122,2023-09-26T18:37:50,delivered,6.0
535,122,2024-05-17T02:19:32,delivered,8.0
536,122,2023-11-28T08:33:23,delivered,13.0
537,122,2024-09-24T02:31:59,delivered,3.0
538,123,2024-09-21T23:22:04,delivered,1.0
539,123,2024-06-06T16:19:45,delivered,1.0
540,123,2024-12-02T00:52:55,delivered,11.0
541,123,2024-03-13T07:58:24,delivered,2.0
542,124,2023-08-25T18:13:32,delivered,1.0
543,124,2023-04-26T18:34:39,delivered,2.0
544,124,2024-06-04T20:01:33,delivered,4.0
545,124,2023-11-06T08:21:21,shipped,
546,124,2023-09-22T14:27:39,delivered,7.0
547,124,2024-01-20T09:40:18,shipped,
548,124,2023-10-30T22:07:21,delivered,7.0
549,124,2023-12-29T14:17:43,delivered,2.0
550,124,2024-07-06T21:58:04,canceled,
551,125,2024-12-24T14:46:14,delivered,3.0
552,126,2024-02-21T07:29:06,delivered,2.0
553,127,2024-07-26T07:48:14,shipped,
554,127,2024-03-23T23:35:12,canceled,
555,128,2023-11-10T07:53:37,shipped,
556,128,2024-02-01T07:30:47,delivered,5.0
557,129,2024-12-03T16:40:15,delivered,5.0
558,129,2024-12-24T17:28:57,shipped,
559,129,2024-11-23T02:49:40,shipped,
560,129,2024-10-26T22:32:49,delivered,5.0
561,130,2024-01-08T16:12:14,delivered,5.0
562,130,2023-06-11T01:56:57,delivered,6.0
563,131,2024-07-17T13:34:26,delivered,4.0
564,131,2024-05-14T01:16:26,delivered,4.0
565,131,2024-03-27T04:22:51,canceled,
566,132,2024-08-26T01:06:20,delivered,7.0
567,132,2024-09-17T08:32:56,delivered,6.0
568,132,2024-06-23T09:56:40,delivered,4.0
569,132,2023-10-14T05:34:52,delivered,9.0
570,132,2023-09-27T01:21:10,delivered,3.0
571,132,2024-08-13T02:17:38,delivered,5.0
572,132,2024-01-26T00:53:19,canceled,
573,132,2024-12-01T06:50:50,delivered,4.0
574,132,2023-10-04T20:30:21,delivered,5.0
575,132,2024-10-21T08:25:45,canceled,
576,133,2023-08-31T10:25:54,delivered,2.0
577,133,2024-11-08T19:49:40,delivered,2.0
578,133,2023-12-10T11:40:36,canceled,
579,133,2024-09-02T06:20:01,shipped,
580,133,2024-07-03T10:38:51,delivered,4.0
581,133,2024-12-01T19:44:36,delivered,3.0
