customer_id,customer_city,signup_date
241,Salt,2023-12-06
242,Mafraq,2023-04-29
243,Salt,2023-07-02
244,Amman,2023-09-29
245,Amman,2023-04-22
246,Salt,2024-03-20
247,Irbid,2023-11-18
248,Mafraq,2024-09-12
249,Mafraq,2023-04-29
250,Karak,2024-08-13
251,Amman,2023-09-18
252,Amman,2024-12-26
253,Karak,2023-01-02
254,Amman,2024-07-05
255,Amman,2024-01-08
256,Irbid,2023-03-13
257,Salt,2024-09-30
258,Aqaba,2024-11-10
259,Zarqa,2023-11-04
260,Amman,2023-11-13
261,Zarqa,2023-12-01
262,Mafraq,2024-12-14
263,Amman,2024-07-21
264,Irbid,2023-07-16
265,Karak,2024-11-11
266,Aqaba,2024-11-24
267,Aqaba,2024-09-22
268,Aqaba,2023-11-05
269,Amman,2024-07-15
270,Amman,2023-11-08
271,Madaba,2023-08-04
272,Madaba,2024-08-16
273,Karak,2024-11-01
274,Salt,2024-04-21
275,Irbid,2024-03-28
276,Irbid,2024-06-07
277,Madaba,2023-06-23
278,Zarqa,2023-03-28
279,Aqaba,2024-06-11
280,Madaba,2024-09-26
281,Karak,2023-04-06
282,Amman,2024-11-19
283,Amman,2023-08-19
284,Amman,2023-05-31
285,Zarqa,2023-02-17
286,Amman,2024-05-01
287,Irbid,2023-03-16
288,Irbid,2024-02-29
289,Amman,2024-08-12
290,Zarqa,2024-12-14
291,Amman,2024-05-21
292,Amman,2023-09-07
293,Madaba,2024-11-02
294,Amman,2023-04-20
295,Amman,2023-08-13
296,Irbid,2024-12-13
297,Aqaba,2024-04-20
298,Amman,2024-07-24
299,Zarqa,2023-05-05
300,Amman,2023-05-17
301,Amman,2024-11-14
302,Irbid,2024-07-26
303,Irbid,2023-11-21
304,Zarqa,2024-09-19
305,Aqaba,2024-03-12
306,Mafraq,2024-04-01
307,Irbid,2024-05-01
308,Amman,2023-09-23
309,Madaba,2024-10-14
310,Amman,2024-06-17
311,Irbid,2024-10-03
312,Amman,2023-10-09
313,Amman,2023-03-21
314,Mafraq,2023-08-29
315,Madaba,2023-12-10
316,Aqaba,2024-07-07
317,Amman,2023-05-22
318,Amman,2023-08-25
319,Amman,2024-12-11
320,Amman,2024-12-24
321,Irbid,2023-03-07
322,Aqaba,2024-02-22
323,Zarqa,2024-07-09
324,Amman,2024-03-01
325,Mafraq,2023-07-31
326,Aqaba,2024-02-03
327,Irbid,2024-12-13
328,Zarqa,2024-08-12
329,Amman,2024-05-03
330,Amman,2023-12-27
331,Amman,2024-02-04
332,Aqaba,2024-07-05
333,Amman,2024-09-09
334,Amman,2024-05-14
335,Amman,2023-10-07
336,Amman,2024-05-12
337,Karak,2024-02-03
338,Aqaba,2024-11-15
339,Irbid,2023-06-19
340,Amman,2023-05-11
341,Irbid,2024-06-30
342,Irbid,2024-02-08
343,Amman,2024-07-31
344,Irbid,2023-03-27
345,Amman,2024-03-14
346,Zarqa,2024-04-17
347,Zarqa,2023-02-21
348,Amman,2024-01-24
349,Amman,2023-08-05
350,Zarqa,2023-12-01
351,Irbid,2024-01-24
352,Karak,2024-03-07
353,Zarqa,2023-03-25
354,Amman,2023-01-20
355,Amman,2023-02-23
356,Zarqa,2023-08-18
357,Amman,2023-03-12
358,Zarqa,2023-02-11
359,Salt,2023-09-11
360,Zarqa,2023-01-21
361,Amman,2023-06-06
362,Zarqa,2023-05-10
363,Irbid,2024-11-16
364,Irbid,2024-07-31
365,Salt,2024-04-21
366,Amman,2024-01-13
367,Mafraq,2024-09-12
368,Salt,2023-04-28
369,Amman,2023-11-15
370,Amman,2024-08-15
371,Amman,2023-11-16
372,Amman,2024-11-24
373,Amman,2024-02-11
374,Zarqa,2023-03-19
375,Amman,2024-12-08
376,Amman,2023-09-06
377,Karak,2024-12-14
378,Amman,2024-12-01
379,Madaba,2023-05-04
380,Amman,2023-02-12
381,Amman,2024-06-29
382,Aqaba,2024-11-08
383,Zarqa,2023-03-12
384,Karak,2024-10-25
385,Aqaba,2023-01-13
386,Madaba,2024-05-16
387,Amman,2024-03-19
388,Amman,2024-10-12
389,Aqaba,2024-12-25
390,Madaba,2024-03-21
391,Mafraq,2024-06-18
392,Amman,2023-10-04
393,Amman,2024-07-05
394,Aqaba,2024-04-21
395,Amman,2024-08-29
396,Salt,2023-11-27
397,Karak,2023-03-30
398,Irbid,2024-04-06
399,Aqaba,2024-04-20
400,Aqaba,2024-09-16
401,Amman,2023-12-11
402,Salt,2024-05-21
403,Irbid,2023-07-06
404,Madaba,2023-08-06
405,Amman,2023-09-22
406,Karak,2023-10-14
407,Amman,2024-12-19
408,Amman,2024-07-23
409,Salt,2024-06-13
410,Amman,2023-03-29
411,Amman,2024-02-21
412,Mafraq,2024-07-22
413,Mafraq,2024-12-08
414,Zarqa,2024-10-23
415,Zarqa,2024-04-03
416,Irbid,2023-04-06
417,Amman,2023-08-15
418,Amman,2024-12-09
419,Zarqa,2023-11-10
420,Aqaba,2024-01-13
421,Madaba,2024-07-20
422,Madaba,2023-12-19
423,Amman,2024-07-17
424,Irbid,2023-12-27
425,Amman,2023-10-05
426,Irbid,2023-09-15
427,Irbid,2023-05-04
428,Karak,2023-11-20
429,Amman,2024-07-02
430,Amman,2023-07-16
431,Amman,2024-05-10
432,Aqaba,2024-08-26
433,Zarqa,2024-09-03
434,Amman,2023-04-13
435,Amman,2023-10-31
436,Aqaba,2024-01-05
437,Amman,2023-11-06
438,Madaba,2024-12-26
439,Aqaba,2023-05-10
440,Amman,2023-02-16
441,Amman,2024-07-20
442,Mafraq,2024-12-15
443,Amman,2024-10-15
444,Amman,2023-04-16
445,Madaba,2024-08-10
446,Salt,2024-04-25
447,Mafraq,2024-03-27
448,Aqaba,2023-07-08
449,Amman,2023-09-16
450,Amman,2023-04-27
451,Aqaba,2024-02-15
452,Irbid,2023-03-17
453,Irbid,2024-10-06
454,Salt,2023-06-05
455,Amman,2024-07-30
456,Irbid,2023-03-29
457,Amman,2023-05-02
458,Irbid,2024-03-02
459,Amman,2024-09-02
460,Amman,2023-08-20
461,Amman,2024-01-25
462,Zarqa,2024-03-29
463,Aqaba,2024-08-25
464,Zarqa,2023-11-09
465,Mafraq,2024-09-27
466,Amman,2024-09-16
467,Amman,2023-08-01
468,Karak,2023-08-05
469,Amman,2024-11-07
470,Mafraq,2023-06-10
471,Amman,2023-06-27
472,Mafraq,2023-03-18
473,Amman,2023-01-03
474,Karak,2024-04-06
475,Irbid,2024-04-26
476,Mafraq,2023-02-03
477,Amman,2023-10-23
478,Irbid,2024-12-20
479,Mafraq,2023-03-14
480,Irbid,2023-09-28
481,Zarqa,2024-08-26
482,Aqaba,2024-03-11
483,Irbid,2024-07-11
484,Zarqa,2024-10-25
485,Zarqa,2023-09-30
486,Salt,2023-03-15
487,Amman,2023-06-19
488,Amman,2024-09-01
489,Mafraq,2023-10-23
490,Karak,2023-05-08
491,Irbid,2024-12-06
492,Zarqa,2024-12-17
493,Amman,2023-10-06
494,Amman,2024-07-06
495,Irbid,2024-03-24
496,Amman,2024-09-04
497,Zarqa,2024-03-18
498,Amman,2024-09-10
499,Mafraq,2023-01-27
500,Mafraq,2023-08-23
501,Aqaba,2024-08-24
502,Irbid,2024-11-19
503,Amman,2024-08-13
504,Madaba,2023-06-29
505,Zarqa,2024-06-15
506,Amman,2024-03-28
507,Salt,2023-07-05
508,Madaba,2024-03-22
509,Salt,2024-05-18
510,Aqaba,2024-04-26
511,Zarqa,2024-02-23
512,Amman,2023-11-25
513,Salt,2023-06-14
514,Karak,2024-02-26
515,Amman,2023-10-23
516,Amman,2024-07-17
517,Amman,2024-04-10
518,Madaba,2023-11-19
519,Mafraq,2023-11-28
520,Amman,2024-02-18
521,Zarqa,2023-01-02
522,Amman,2024-07-09
523,Mafraq,2024-02-28
524,Karak,2023-07-12
525,Madaba,2024-01-06
526,Irbid,2024-05-25
527,Amman,2024-03-28
528,Amman,2023-07-28
529,Amman,2024-07-16
530,Karak,2023-10-22
531,Madaba,2024-12-16
532,Mafraq,2023-05-05
533,Mafraq,2024-10-07
534,Irbid,2023-09-03
535,Aqaba,2023-11-15
536,Salt,2023-01-15
537,Karak,2024-02-22
538,Amman,2023-08-19
539,Irbid,2024-04-17
540,Amman,2024-10-25
541,Mafraq,2024-05-25
542,Zarqa,2024-06-05
543,Amman,2024-03-01
544,Zarqa,2024-04-28
545,Zarqa,2024-04-12
546,Amman,2023-05-29
547,Amman,2023-07-15
548,Zarqa,2024-06-04
549,Irbid,2023-03-13
550,Aqaba,2024-02-29
551,Irbid,2024-06-03
552,Karak,2023-01-03
553,Irbid,2023-11-02
554,Zarqa,2024-08-16
555,Karak,2023-06-02
556,Amman,2024-07-05
557,Amman,2023-12-20
558,Amman,2024-07-19
559,Aqaba,2024-01-22
560,Zarqa,2023-11-26
561,Aqaba,2024-12-15
562,Amman,2024-08-08
563,Amman,2023-08-28
564,Amman,2023-02-14
565,Amman,2024-04-29
566,Zarqa,2024-01-31
567,Amman,2023-06-05
568,Irbid,2023-02-07
569,Salt,2024-05-29
570,Amman,2023-12-06
571,Irbid,2024-03-26
572,Madaba,2024-06-22
573,Amman,2023-01-16
574,Zarqa,2024-02-24
575,Karak,2023-06-08
576,Salt,2024-04-25
577,Amman,2023-12-13
578,Salt,2024-12-10
579,Irbid,2024-10-27
580,Amman,2023-12-03
581,Irbid,2024-01-25
582,Mafraq,2024-10-03
583,Irbid,2024-07-08
584,Amman,2024-09-24
585,Zarqa,2023-08-29
586,Amman,2024-12-01
587,Amman,2023-08-21
588,Amman,2024-03-20
589,Amman,2024-10-10
590,Amman,2024-03-30
591,Amman,2024-12-11
592,Zarqa,2023-01-30
593,Amman,2023-11-29
594,Amman,2023-10-28
595,Karak,2024-01-19
596,Irbid,2023-05-30
597,Zarqa,2024-06-27
598,Amman,2024-08-02
599,Amman,2023-06-24
600,Amman,2023-03-22
601,Amman,2024-01-27
602,Amman,2024-11-30
603,Amman,2024-05-24
604,Amman,2023-05-27
605,Amman,2024-04-17
606,Irbid,2023-09-18
607,Amman,2023-09-19
608,Amman,2024-04-21
609,Irbid,2024-11-24
610,Aqaba,2023-06-11
611,Amman,2024-03-28
612,Madaba,2024-08-24
613,Zarqa,2024-10-16
614,Amman,2024-12-07
615,Karak,2024-04-12
616,Salt,2023-07-23
617,Amman,2024-05-09
618,Amman,2023-08-31
619,Madaba,2024-08-08
620,Aqaba,2024-08-11
621,Amman,2024-12-17
622,Amman,2023-01-23
623,Amman,2024-02-10
624,Irbid,2023-01-09
625,Zarqa,2024-12-03
626,Amman,2024-09-12
627,Irbid,2023-10-21
628,Aqaba,2024-09-13
629,Amman,2023-08-13
630,Amman,2023-07-14
631,Aqaba,2023-09-14
632,Karak,2024-10-05
633,Irbid,2024-10-04
634,Irbid,2023-02-10
635,Amman,2024-03-27
636,Irbid,2024-08-16
637,Irbid,2023-05-15
638,Amman,2023-10-30
639,Amman,2024-03-01
640,Amman,2023-07-25
641,Amman,2024-07-06
642,Amman,2024-06-27
643,Amman,2023-10-07
644,Amman,2023-09-21
645,Amman,2023-10-30
646,Karak,2023-04-28
647,Zarqa,2023-03-19
648,Zarqa,2023-08-20
649,Madaba,2024-07-24
650,Irbid,2023-04-03
651,Amman,2023-01-15
652,Irbid,2024-07-03
653,Zarqa,2024-04-10
654,Aqaba,2024-11-19
655,Irbid,2024-08-21
656,Amman,2024-10-15
657,Amman,2023-04-21
658,Amman,2024-04-27
659,Zarqa,2024-09-26
660,Zarqa,2023-12-02
661,Amman,2023-08-15
662,Mafraq,2023-03-06
663,Zarqa,2024-04-20
664,Amman,2024-10-26
665,Amman,2023-04-30
666,Amman,2023-02-16
667,Amman,2023-11-08
668,Amman,2023-04-29
669,Amman,2023-08-29
670,Amman,2023-05-19
671,Amman,2024-04-09
672,Karak,2024-11-17
673,Amman,2024-03-05
674,Irbid,2023-06-08
675,Amman,2024-11-01
676,Mafraq,2024-05-16
677,Amman,2024-02-22
678,Amman,2023-02-03
679,Mafraq,2023-08-11
680,Karak,2024-03-31
681,Madaba,2024-01-07
682,Amman,2024-12-03
683,Amman,2024-07-11
684,Zarqa,2024-01-03
685,Salt,2024-02-12
686,Irbid,2023-07-14
687,Zarqa,2024-04-10
688,Amman,2024-11-09
689,Aqaba,2024-10-19
690,Amman,2024-09-03
691,Amman,2023-02-21
692,Irbid,2023-09-07
693,Irbid,2024-08-01
694,Amman,2023-03-12
695,Amman,2023-08-01
696,Zarqa,2023-08-10
697,Amman,2023-12-03
698,Zarqa,2024-09-02
699,Amman,2023-10-11
700,Irbid,2023-05-14
701,Irbid,2023-09-14
702,Amman,2023-04-23
703,Amman,2023-05-15
704,Amman,2024-01-02
705,Amman,2024-08-25
706,Mafraq,2023-01-17
707,Amman,2023-09-29
708,Madaba,2023-05-10
709,Amman,2024-06-22
710,Zarqa,2023-03-07
711,Aqaba,2024-04-04
712,Zarqa,2024-06-09
713,Irbid,2023-04-22
714,Amman,2024-05-30
715,Amman,2024-09-21
716,Salt,2024-11-05
717,Madaba,2023-11-05
718,Mafraq,2024-10-20
719,Amman,2023-03-04
720,Aqaba,2024-02-16
721,Salt,2024-12-03
722,Amman,2024-05-17
723,Amman,2023-03-17
724,Aqaba,2023-11-26
725,Zarqa,2023-06-01
726,Karak,2023-05-10
727,Amman,2024-10-01
728,Madaba,2024-08-22
729,Amman,2024-12-30
730,Amman,2024-01-26
731,Amman,2024-06-27
732,Madaba,2024-04-09
733,Zarqa,2024-09-11
734,Irbid,2023-04-12
735,Amman,2024-11-01
736,Karak,2024-07-18
737,Amman,2024-03-16
738,Madaba,2023-08-22
739,Irbid,2023-12-14
740,Amman,2024-02-13
741,Irbid,2023-04-08
742,Amman,2024-03-13
743,Aqaba,2024-11-12
744,Irbid,2024-01-19
745,Amman,2024-12-04
746,Karak,2023-03-10
747,Amman,2023-03-29
748,Irbid,2024-03-18
749,Salt,2024-01-17
750,Zarqa,2024-07-23
751,Amman,2024-08-23
752,Salt,2024-07-29
753,Zarqa,2024-11-17
754,Amman,2024-02-25
755,Amman,2024-11-12
756,Madaba,2023-02-22
757,Zarqa,2024-09-06
758,Irbid,2023-12-27
759,Karak,2024-08-14
760,Madaba,2023-08-06
761,Amman,2024-11-03
762,Amman,2023-08-18
763,Amman,2023-12-25
764,Aqaba,2024-01-12
765,Amman,2023-10-13
766,Zarqa,2023-08-20
767,Aqaba,2024-07-28
768,Karak,2024-09-20
769,Amman,2024-07-24
770,Madaba,2024-09-15
771,Amman,2024-12-11
772,Karak,2023-01-30
773,Amman,2023-10-07
774,Amman,2023-12-14
775,Madaba,2023-01-07
776,Amman,2023-05-27
777,Amman,2024-11-04
778,Aqaba,2023-03-13
779,Aqaba,2024-10-10
780,Zarqa,2023-04-04
781,Aqaba,2023-08-09
782,Irbid,2024-03-05
783,Amman,2023-12-16
784,Amman,2024-01-14
785,Amman,2023-11-29
786,Salt,2024-09-02
787,Zarqa,2023-02-23
788,Amman,2023-06-11
789,Irbid,2023-02-20
790,Salt,2023-10-06
791,Amman,2024-11-08
792,Zarqa,2024-05-12
793,Irbid,2024-03-28
794,Zarqa,2023-10-07
795,Amman,2024-06-08
796,Karak,2023-12-20
797,Salt,2023-04-24
798,Zarqa,2024-11-25
799,Aqaba,2024-05-13
800,Salt,2024-11-14
801,Aqaba,2023-02-16
802,Amman,2024-02-09
803,Zarqa,2023-02-26
804,Zarqa,2023-07-29
805,Irbid,2023-08-05
806,Aqaba,2023-09-19
807,Salt,2023-12-02
808,Salt,2023-01-08
809,Irbid,2024-03-16
810,Amman,2023-05-13
811,Mafraq,2024-06-29
812,Madaba,2024-05-27
813,Amman,2024-11-15
814,Salt,2023-03-15
815,Karak,2023-02-13
816,Irbid,2023-01-20
817,Zarqa,2023-03-21
818,Amman,2024-08-12
819,Amman,2024-08-10
820,Amman,2024-12-27
821,Madaba,2024-03-03
822,Amman,2023-04-28
823,Amman,2023-01-22
824,Amman,2023-06-25
825,Irbid,2024-04-16
826,Salt,2023-04-01
827,Amman,2023-04-19
828,Amman,2024-03-22
829,Aqaba,2024-02-15
830,Irbid,2023-03-22
831,Amman,2023-11-14
832,Irbid,2023-08-15
833,Amman,2023-06-22
834,Amman,2024-06-06
835,Irbid,2023-04-27
836,Amman,2024-06-06
837,Salt,2023-12-24
838,Amman,2024-10-22
839,Zarqa,2023-08-30
840,Zarqa,2023-05-30
841,Amman,2023-07-22
842,Zarqa,2024-09-08
843,Amman,2024-11-02
844,Mafraq,2023-07-01
845,Amman,2024-05-20
846,Amman,2024-07-31
847,Amman,2024-04-04
848,Mafraq,2024-10-20
849,Irbid,2024-10-01
850,Zarqa,2024-10-04
851,Amman,2023-06-04
852,Aqaba,2023-03-11
853,Amman,2024-03-28
854,Karak,2023-11-07
855,Amman,2024-08-28
856,Amman,2023-12-27
857,Amman,2023-03-17
858,Irbid,2024-04-17
859,Zarqa,2023-02-08
860,Amman,2024-01-13
861,Aqaba,2023-03-20
862,Irbid,2023-04-03
863,Irbid,2024-08-31
864,Irbid,2024-01-29
865,Amman,2024-08-17
866,Irbid,2023-02-12
867,Amman,2024-08-08
868,Amman,2023-07-12
869,Karak,2024-09-11
870,Salt,2024-05-28
871,Amman,2023-03-05
872,Amman,2023-04-16
873,Zarqa,2023-03-28
874,Amman,2024-10-23
875,Amman,2023-02-10
876,Amman,2024-12-25
877,Aqaba,2024-03-25
878,Zarqa,2024-06-19
879,Amman,2023-06-12
880,Amman,2024-01-17
881,Amman,2024-02-01
882,Zarqa,2023-12-13
883,Amman,2023-02-23
884,Amman,2024-10-24
885,Madaba,2023-03-09
886,Amman,2023-04-07
887,Zarqa,2024-11-25
888,Amman,2023-10-18
889,Amman,2024-11-03
890,Amman,2023-06-03
891,Aqaba,2023-03-25
892,Karak,2024-11-10
893,Madaba,2023-12-25
894,Amman,2024-11-02
895,Zarqa,2023-05-13
896,Amman,2024-12-26
897,Amman,2023-11-14
898,Karak,2024-01-21
899,Amman,2023-12-03
900,Amman,2024-11-17
901,Amman,2023-04-06
902,Amman,2024-11-17
903,Amman,2024-06-04
904,Zarqa,2023-01-19
905,Irbid,2023-11-13
906,Karak,2023-08-08
907,Madaba,2024-05-12
908,Amman,2023-08-20
909,Amman,2023-06-08
910,Amman,2023-10-30
911,Zarqa,2024-06-03
912,Amman,2024-06-23
913,Zarqa,2024-11-08
914,Amman,2024-09-24
915,Irbid,2024-09-03
916,Irbid,2023-06-07
917,Amman,2023-07-05
918,Salt,2023-06-19
919,Aqaba,2023-02-14
920,Amman,2024-01-09
921,Karak,2024-03-30
922,Irbid,2023-10-19
923,Karak,2023-08-28
924,Madaba,2023-09-02
925,Irbid,2024-04-25
926,Amman,2024-01-12
927,Amman,2024-03-27
928,Irbid,2023-10-16
929,Zarqa,2024-05-29
930,Amman,2024-03-04
931,Amman,2023-07-24
932,Madaba,2023-05-22
933,Mafraq,2023-02-23
934,Irbid,2024-05-07
935,Amman,2024-07-21
936,Amman,2024-12-29
937,Amman,2023-05-08
938,Salt,2023-03-27
939,Amman,2023-10-07
940,Zarqa,2024-06-09
941,Amman,2024-03-23
942,Irbid,2023-08-16
943,Zarqa,2023-12-24
944,Madaba,2024-02-29
945,Amman,2024-02-10
946,Amman,2024-01-18
947,Amman,2024-01-31
948,Salt,2024-01-19
949,Karak,2023-01-29
950,Zarqa,2023-04-12
951,Zarqa,2023-12-10
952,Zarqa,2023-05-21
953,Amman,2023-10-21
954,Salt,2024-12-13
955,Amman,2024-12-23
956,Amman,2024-04-04
957,Irbid,2023-01-06
958,Amman,2023-01-20
959,Amman,2023-08-09
960,Aqaba,2024-07-15
961,Amman,2024-06-24
962,Zarqa,2023-04-24
963,Amman,2023-09-01
964,Amman,2023-05-05
965,Amman,2023-09-02
966,Amman,2024-10-16
967,Aqaba,2024-04-13
968,Amman,2023-04-24
969,Zarqa,2024-09-03
970,Irbid,2023-01-17
971,Zarqa,2024-06-11
972,Salt,2023-09-05
973,Aqaba,2023-10-26
974,Amman,2023-01-02
975,Amman,2023-12-28
976,Amman,2024-08-07
977,Zarqa,2023-07-11
978,Amman,2024-06-20
979,Irbid,2023-03-11
980,Zarqa,2024-07-11
981,Amman,2024-06-03
982,Aqaba,2023-01-21
983,Amman,2024-04-26
984,Amman,2024-10-12
985,Aqaba,2024-01-18
986,Irbid,2023-01-17
987,Zarqa,2023-03-11
988,Irbid,2023-09-04
989,Amman,2024-10-05
990,Madaba,2024-08-18
991,Madaba,2023-05-17
992,Aqaba,2023-12-27
993,Amman,2023-12-13
994,Zarqa,2023-06-29
995,Amman,2024-12-13
996,Amman,2024-10-08
997,Salt,2023-05-19
998,Amman,2024-04-13
999,Mafraq,2023-10-28
1000,Irbid,2023-02-14
1001,Amman,2023-02-12
1002,Irbid,2023-11-14
1003,Karak,2024-02-12
1004,Aqaba,2024-04-29
1005,Madaba,2023-02-07
1006,Zarqa,2023-07-15
1007,Aqaba,2024-01-01
1008,Karak,2024-11-02
1009,Amman,2023-10-07
1010,Irbid,2024-01-12
1011,Amman,2024-02-14
1012,Mafraq,2024-01-31
1013,Salt,2023-07-11
1014,Amman,2024-12-09
1015,Aqaba,2024-01-12
1016,Salt,2023-10-01
1017,Amman,2024-03-10
