order_item_id,order_id,product_id,quantity,price,freight_value
99,59,124,1,434.69,19.53
100,59,12,1,94.84,5.32
101,60,35,1,76.68,6.47
102,60,234,3,17.93,1.3
103,60,42,1,145.78,7.14
104,60,135,1,212.24,12.67
105,61,60,1,85.87,8.1
106,62,176,1,199.66,8.69
107,62,205,1,172.47,6.21
108,62,161,1,84.35,9.95
109,63,22,1,412.18,15.85
110,63,155,1,18.82,1.34
111,64,182,1,19.48,1.41
112,65,1,3,826.88,90.54
113,66,5,1,88.33,4.91
114,67,24,1,89.79,5.16
115,67,64,1,191.61,16.52
116,68,105,1,262.49,20.66
117,69,113,1,29.13,1.14
118,70,78,1,180.73,7.09
119,70,15,1,114.86,11.68
120,71,126,3,25.06,2.49
121,71,133,1,37.44,3.12
122,72,219,1,66.09,2.98
123,72,67,1,53.0,5.33
124,73,43,1,137.44,5.9
125,74,67,1,53.0,5.86
126,75,166,1,30.99,2.78
127,75,43,1,137.44,8.17
128,76,29,1,617.47,40.38
129,77,119,1,69.61,4.04
130,77,106,1,27.76,2.14
131,77,12,1,94.84,7.37
132,78,145,1,366.49,38.49
133,78,180,1,209.32,19.68
134,78,27,1,852.23,89.99
135,79,172,1,356.67,33.01
136,79,27,1,852.23,44.78
137,80,95,3,25.87,1.59
138,81,121,1,272.89,27.12
139,81,164,1,31.65,1.94
140,82,181,1,14.39,0.93
141,83,109,1,151.47,10.57
142,84,121,1,272.89,16.25
143,84,120,1,44.88,5.03
144,85,24,1,89.79,4.9
145,86,231,1,80.77,9.66
146,86,117,1,45.11,4.21
147,87,25,1,28.3,3.05
148,87,63,1,555.18,63.0
149,87,124,1,434.69,52.05
150,88,237,1,10.34,1.01
151,89,243,1,83.89,2.73
152,90,49,1,38.8,1.45
153,90,51,1,71.14,7.47
154,91,75,1,553.99,19.73
155,92,113,1,29.13,3.45
156,92,124,2,434.69,20.64
157,92,44,1,39.31,3.35
158,93,160,1,19.67,1.87
159,93,106,3,27.76,1.75
160,94,201,1,68.19,6.16
161,95,25,1,28.3,1.22
162,96,86,1,124.98,6.85
163,96,6,1,251.86,12.06
164,97,85,1,106.96,11.32
165,98,79,1,47.16,3.79
166,99,84,1,54.94,2.07
167,99,20,1,71.62,8.14
168,100,217,3,36.43,1.69
169,100,55,1,167.62,6.33
170,101,26,1,16.21,1.64
171,101,161,1,84.35,4.18
172,102,250,1,583.02,61.43
173,103,229,2,16.22,0.56
174,103,72,1,112.92,10.56
175,103,48,1,93.17,4.29
176,103,212,1,619.34,26.41
177,104,149,1,71.93,7.88
178,104,44,1,39.31,1.81
179,104,146,1,98.43,5.57
180,105,121,1,272.89,16.91
181,105,249,1,52.62,3.3
182,106,134,1,140.62,12.91
183,107,199,1,5.9,0.38
184,108,70,1,41.53,3.66
185,109,193,1,286.41,26.63
186,109,182,1,19.48,1.47
187,109,199,1,5.9,0.62
188,110,119,1,69.61,3.71
189,110,42,1,145.78,10.51
190,111,237,1,10.34,0.9
191,112,158,1,19.01,1.57
192,113,15,1,114.86,12.76
193,113,23,1,629.48,37.15
194,114,245,1,178.52,12.13
195,114,169,2,69.98,4.21
196,115,235,1,75.26,4.33
197,116,150,1,43.62,4.49
198,116,129,1,858.28,61.01
199,117,37,1,136.42,14.33
200,117,65,1,165.64,8.73
201,117,17,1,29.84,1.9
202,118,146,1,98.43,11.55
203,118,246,1,30.72,3.35
204,118,210,1,56.9,5.62
205,118,11,1,685.7,76.17
206,119,214,1,211.86,24.55
207,120,113,1,29.13,1.31
208,120,238,2,115.34,6.58
209,121,54,1,387.71,37.87
210,121,28,2,164.02,6.84
211,121,75,1,553.99,33.23
212,122,151,1,116.4,11.89
213,122,242,1,135.54,9.66
214,123,73,1,85.1,4.09
215,123,117,1,45.11,2.05
216,124,95,1,25.87,1.79
217,124,163,1,20.16,1.92
218,125,40,1,97.22,7.09
219,126,228,1,95.03,6.22
220,126,217,1,36.43,1.79
221,127,170,1,527.03,49.31
222,128,9,1,82.19,4.82
223,128,191,1,39.7,4.53
224,128,226,2,134.28,8.86
225,129,195,1,45.11,2.95
226,129,45,1,30.04,1.09
227,129,22,1,412.18,30.48
228,130,71,1,179.59,19.7
229,131,19,1,11.93,0.72
230,132,131,2,203.22,22.82
231,132,232,1,155.86,13.73
232,133,53,1,270.94,15.49
233,133,145,1,366.49,14.06
234,134,102,1,683.61,38.04
235,134,46,1,645.92,41.86
236,134,104,1,82.65,8.59
237,135,90,1,11.62,0.77
238,135,199,1,5.9,0.45
239,136,217,1,36.43,3.5
240,136,13,1,31.08,2.77
241,137,218,1,62.27,3.66
242,138,48,1,93.17,6.87
243,138,200,1,16.92,1.97
244,139,89,1,179.88,9.58
245,139,71,1,179.59,15.64
246,140,53,1,270.94,27.17
247,141,36,1,55.53,5.59
248,142,221,1,80.15,2.98
249,142,186,1,66.12,2.02
250,142,11,1,685.7,79.09
251,143,98,1,25.53,1.95
252,144,34,1,127.18,9.14
253,145,102,1,683.61,23.59
254,145,187,1,95.65,8.03
255,145,250,1,583.02,36.87
256,146,17,1,29.84,2.35
257,147,62,1,19.26,1.35
258,147,67,1,53.0,3.01
259,148,141,1,483.07,16.08
260,149,94,1,33.91,1.27
261,150,29,1,617.47,42.48
262,151,151,1,116.4,13.12
263,151,86,1,124.98,13.91
264,152,135,1,212.24,7.14
265,152,41,1,63.66,3.78
266,152,24,1,89.79,3.0
267,153,202,2,130.75,9.95
268,153,200,1,16.92,1.61
269,154,213,1,31.81,2.1
270,155,67,1,53.0,5.8
271,155,140,1,11.94,1.26
272,156,121,1,272.89,22.21
273,157,168,1,9.01,0.96
274,158,204,1,103.62,7.52
275,158,55,1,167.62,16.5
276,158,46,1,645.92,44.78
277,159,66,1,27.73,2.51
278,160,26,1,16.21,0.49
279,160,210,1,56.9,2.77
280,160,117,1,45.11,4.53
281,161,200,1,16.92,1.42
282,162,151,1,116.4,5.85
283,162,189,1,150.51,14.12
284,162,190,1,239.32,11.94
285,163,162,1,6.54,0.57
286,163,127,1,82.05,4.89
287,164,158,1,19.01,1.12
288,165,15,1,114.86,8.6
289,166,71,1,179.59,11.69
290,166,142,1,230.98,15.31
291,167,111,1,97.83,8.49
292,168,74,3,35.45,3.45
293,169,212,1,619.34,43.75
294,169,98,1,25.53,1.84
295,169,27,1,852.23,37.52
296,170,31,1,34.65,2.39
297,171,75,1,553.99,53.72
298,172,169,1,69.98,4.48
299,173,174,1,8.1,0.4
300,174,80,1,37.9,4.09
301,175,38,1,147.17,9.08
302,176,215,1,237.45,23.59
303,177,202,1,130.75,10.19
304,178,36,1,55.53,3.1
305,178,215,1,237.45,26.88
306,178,63,2,555.18,24.5
307,178,142,1,230.98,25.08
308,179,207,1,51.95,5.13
309,180,133,1,37.44,3.32
310,181,90,1,11.62,0.38
311,182,6,3,251.86,21.61
312,183,97,1,244.48,16.33
313,184,66,1,27.73,1.46
314,185,72,1,112.92,3.62
315,186,250,3,583.02,62.8
316,187,179,1,246.47,23.43
317,187,48,1,93.17,4.8
318,187,26,1,16.21,1.18
319,187,168,1,9.01,0.85
320,188,139,1,488.45,53.97
321,188,21,1,285.75,13.9
322,189,126,1,25.06,2.98
323,189,190,2,239.32,24.34
324,190,158,1,19.01,1.95
325,190,113,1,29.13,3.07
326,191,72,1,112.92,10.73
327,192,181,1,14.39,1.72
328,193,120,1,44.88,4.91
329,193,104,1,82.65,6.48
330,193,147,1,81.1,7.66
331,194,24,3,89.79,6.58
332,195,32,1,17.9,1.78
333,195,73,1,85.1,5.34
334,195,118,1,13.3,1.26
335,195,115,1,27.12,2.06
336,196,189,1,150.51,15.18
337,196,202,1,130.75,5.14
338,197,21,1,285.75,27.14
339,197,228,1,95.03,5.99
340,197,68,1,38.67,3.45
341,198,3,1,51.08,2.75
342,199,215,1,237.45,26.34
343,200,66,1,27.73,1.57
344,200,221,1,80.15,5.61
345,201,242,1,135.54,7.42
346,201,194,1,41.9,1.39
347,202,104,1,82.65,4.12
348,203,246,1,30.72,3.53
349,203,230,1,231.23,10.23
350,203,196,1,47.98,4.18
351,203,75,1,553.99,40.32
352,204,29,1,617.47,63.27
353,205,158,1,19.01,1.07
354,205,15,1,114.86,7.42
355,205,25,1,28.3,2.47
356,205,220,2,669.86,21.78
357,206,155,1,18.82,0.59
358,207,152,1,343.16,25.03
359,207,68,1,38.67,4.29
360,208,104,1,82.65,8.82
361,209,54,1,387.71,34.26
362,209,146,1,98.43,10.67
363,209,95,1,25.87,1.9
364,210,43,1,137.44,15.84
365,210,15,3,114.86,6.98
366,211,239,1,762.58,33.18
367,212,29,1,617.47,38.34
368,213,37,3,136.42,14.48
369,214,63,1,555.18,26.78
370,215,214,1,211.86,8.24
371,216,61,1,30.27,1.65
372,217,120,1,44.88,3.15
373,217,194,1,41.9,3.23
374,218,178,1,1065.13,53.84
375,219,6,1,251.86,13.58
376,220,122,1,69.41,5.35
377,220,120,1,44.88,1.59
378,221,215,1,237.45,17.05
379,221,70,1,41.53,3.25
380,222,132,1,74.95,3.57
381,223,205,1,172.47,6.72
382,224,192,1,82.67,2.55
383,224,210,1,56.9,3.91
384,224,189,1,150.51,16.77
385,224,39,1,136.95,12.98
386,225,239,1,762.58,65.05
387,225,74,1,35.45,2.52
388,225,250,2,583.02,17.52
389,225,212,1,619.34,60.64
390,226,171,1,100.35,4.6
391,226,67,1,53.0,4.01
392,226,77,1,170.84,13.03
393,227,179,1,246.47,12.92
394,228,220,1,669.86,57.83
395,228,232,1,155.86,6.24
396,228,215,1,237.45,23.29
397,228,169,1,69.98,3.25
398,229,198,1,52.95,2.37
399,230,52,1,30.53,3.46
400,231,187,1,95.65,9.57
401,232,232,1,155.86,8.96
402,232,197,1,235.87,23.35
403,232,179,1,246.47,17.86
404,232,64,1,191.61,17.56
405,233,45,1,30.04,1.32
406,234,192,3,82.67,8.33
407,234,98,1,25.53,2.72
408,234,187,1,95.65,8.12
409,235,214,1,211.86,17.71
410,236,9,1,82.19,9.37
411,236,152,1,343.16,24.87
412,236,81,1,44.98,4.82
413,237,150,1,43.62,4.16
414,237,174,2,8.1,0.85
415,237,69,1,33.1,1.93
416,237,98,1,25.53,1.47
417,238,118,1,13.3,0.47
418,238,89,1,179.88,12.01
419,239,250,1,583.02,18.51
420,239,221,1,80.15,7.49
421,239,203,1,67.83,3.31
422,240,212,1,619.34,36.52
423,240,192,1,82.67,8.36
424,240,220,1,669.86,39.73
425,241,15,3,114.86,8.64
426,241,230,1,231.23,24.76
427,242,87,1,391.01,37.17
428,242,34,1,127.18,14.59
429,243,220,1,669.86,77.96
430,243,230,1,231.23,21.64
431,243,25,1,28.3,1.49
432,244,49,1,38.8,1.36
433,245,6,1,251.86,28.49
434,245,222,1,22.72,0.91
435,246,212,1,619.34,41.64
436,247,180,1,209.32,11.91
437,248,122,1,69.41,4.13
438,248,233,2,339.7,26.9
439,248,124,1,434.69,38.89
440,248,67,1,53.0,4.25
441,249,63,1,555.18,60.16
442,250,220,1,669.86,65.15
443,251,134,1,140.62,10.05
444,252,103,1,1102.59,107.27
445,253,97,1,244.48,16.74
446,254,41,1,63.66,7.14
447,254,238,1,115.34,8.78
448,255,37,1,136.42,14.81
449,255,162,1,6.54,0.39
450,256,230,1,231.23,20.14
451,257,145,1,366.49,36.74
452,257,134,2,140.62,10.95
453,257,4,1,95.98,9.78
454,257,21,3,285.75,30.34
455,258,112,1,335.91,40.1
456,259,152,1,343.16,24.68
457,259,187,2,95.65,10.53
458,260,94,1,33.91,1.24
459,261,146,1,98.43,9.87
460,261,232,1,155.86,15.05
461,261,46,1,645.92,74.52
462,261,34,1,127.18,14.0
463,262,248,1,40.02,4.18
464,263,116,1,53.02,2.31
465,263,109,1,151.47,16.21
466,264,129,2,858.28,61.11
467,264,176,1,199.66,17.95
468,264,133,1,37.44,3.72
469,264,214,1,211.86,17.31
470,265,209,1,115.41,5.42
471,265,113,1,29.13,1.26
472,265,98,1,25.53,1.47
473,266,228,1,95.03,9.52
474,267,136,1,763.13,82.69
475,268,67,1,53.0,3.03
476,269,246,1,30.72,3.06
477,270,217,1,36.43,3.83
478,270,5,1,88.33,5.63
479,271,119,1,69.61,2.4
480,271,181,2,14.39,1.0
481,272,174,1,8.1,0.84
482,273,75,1,553.99,52.74
483,274,203,1,67.83,7.78
484,275,147,1,81.1,3.83
485,275,191,1,39.7,4.71
486,276,243,1,83.89,6.36
487,277,23,1,629.48,64.4
488,278,250,1,583.02,67.11
489,279,34,2,127.18,6.44
490,280,169,1,69.98,8.09
491,281,225,1,59.74,6.35
492,281,30,2,58.74,2.7
493,281,8,1,6.03,0.19
494,281,168,1,9.01,0.69
495,282,201,1,68.19,5.7
496,283,210,1,56.9,3.83
497,284,134,1,140.62,16.44
498,284,239,1,762.58,73.8
499,285,25,1,28.3,2.85
500,285,96,1,826.6,27.03
501,285,17,1,29.84,1.44
502,285,205,1,172.47,11.44
503,286,201,1,68.19,2.22
504,287,107,1,87.92,8.45
505,287,186,1,66.12,2.84
506,288,212,1,619.34,58.85
507,288,193,1,286.41,12.97
508,288,63,1,555.18,21.66
509,289,113,1,29.13,3.46
510,290,84,1,54.94,5.88
511,290,43,1,137.44,10.76
512,291,36,1,55.53,4.01
513,291,3,1,51.08,5.68
514,291,55,1,167.62,6.96
515,292,181,2,14.39,1.36
516,292,127,2,82.05,5.99
517,293,105,1,262.49,20.03
518,293,127,1,82.05,8.41
519,293,98,1,25.53,1.09
520,294,97,1,244.48,16.22
521,294,187,1,95.65,10.5
522,294,27,1,852.23,33.64
523,295,29,1,617.47,59.09
524,295,196,1,47.98,2.74
525,296,248,3,40.02,3.06
526,296,164,1,31.65,3.76
527,297,135,1,212.24,13.53
528,298,169,1,69.98,2.4
529,298,95,1,25.87,1.24
530,299,27,1,852.23,74.24
531,299,71,1,179.59,18.89
532,300,120,1,44.88,3.66
533,300,217,1,36.43,2.68
534,301,159,2,124.76,8.82
535,302,68,1,38.67,2.69
536,302,1,3,826.88,80.25
537,302,52,1,30.53,2.72
538,303,81,1,44.98,2.38
539,304,166,2,30.99,2.78
540,304,2,1,120.72,10.88
541,305,203,1,67.83,6.81
542,305,245,1,178.52,12.21
543,305,231,1,80.77,2.61
544,306,139,3,488.45,51.14
545,307,104,1,82.65,8.98
546,308,84,1,54.94,6.43
547,308,161,1,84.35,9.91
548,309,250,1,583.02,61.57
549,310,225,1,59.74,5.8
550,311,204,1,103.62,8.36
551,312,147,1,81.1,6.37
552,313,226,1,134.28,5.95
553,314,124,1,434.69,49.9
554,315,116,1,53.02,6.17
555,316,249,1,52.62,6.18
556,316,189,1,150.51,16.62
557,317,88,1,2.59,0.1
558,317,21,1,285.75,26.79
559,317,40,1,97.22,8.76
560,318,133,1,37.44,1.6
561,318,226,1,134.28,9.84
562,319,77,1,170.84,15.06
563,320,240,1,694.84,25.26
564,321,112,1,335.91,13.81
565,321,126,1,25.06,2.42
566,321,250,1,583.02,67.04
567,322,105,1,262.49,14.38
568,322,17,1,29.84,1.77
569,322,114,1,164.19,14.34
570,323,120,1,44.88,1.76
571,324,161,1,84.35,5.86
572,324,173,1,57.93,6.02
573,325,84,1,54.94,2.41
574,325,64,1,191.61,20.93
575,326,208,1,113.76,13.13
576,327,192,1,82.67,7.14
577,327,189,1,150.51,10.28
578,327,237,1,10.34,0.47
579,327,221,1,80.15,7.52
580,328,63,1,555.18,42.78
581,328,171,1,100.35,3.81
582,329,120,1,44.88,4.86
583,330,15,1,114.86,4.03
584,330,130,1,76.27,3.01
585,331,153,2,179.31,15.71
586,331,181,1,14.39,0.86
587,331,229,1,16.22,1.46
588,332,127,2,82.05,3.21
589,332,154,1,53.6,5.5
590,333,36,1,55.53,3.83
591,333,91,1,56.23,3.03
592,334,190,1,239.32,25.22
593,335,33,1,30.54,2.57
594,336,169,1,69.98,5.72
595,336,196,1,47.98,1.95
596,337,98,1,25.53,2.4
597,338,198,1,52.95,5.01
598,339,242,1,135.54,11.06
599,339,23,1,629.48,48.5
600,340,182,1,19.48,1.95
601,340,159,1,124.76,11.26
602,340,204,1,103.62,3.35
603,340,30,1,58.74,4.76
604,341,242,2,135.54,5.27
605,342,160,1,19.67,1.4
606,343,68,1,38.67,2.36
607,343,21,1,285.75,33.61
608,344,250,1,583.02,58.61
609,345,26,1,16.21,1.61
610,346,72,1,112.92,6.66
611,347,3,1,51.08,5.42
612,347,231,1,80.77,8.65
613,348,118,1,13.3,1.36
614,348,152,1,343.16,40.13
615,348,21,1,285.75,16.71
616,349,189,1,150.51,5.74
617,349,122,1,69.41,4.62
618,349,156,3,99.5,8.55
619,349,25,1,28.3,2.48
620,350,61,1,30.27,3.24
621,351,202,1,130.75,12.8
622,351,133,1,37.44,4.36
623,351,235,1,75.26,4.44
624,351,121,1,272.89,10.92
625,352,141,1,483.07,27.37
626,352,97,3,244.48,19.65
627,352,157,1,234.71,10.8
628,353,118,2,13.3,0.51
629,353,243,3,83.89,7.03
630,353,3,1,51.08,5.56
631,353,225,1,59.74,3.97
632,354,40,1,97.22,6.01
633,355,247,1,31.51,3.26
634,355,220,1,669.86,73.6
635,355,92,1,1151.64,65.01
636,355,167,1,139.5,11.34
637,356,196,1,47.98,3.35
638,356,157,2,234.71,7.9
639,357,176,1,199.66,14.88
640,358,10,1,26.93,1.88
641,359,234,1,17.93,0.93
642,359,208,1,113.76,3.63
643,360,245,1,178.52,14.21
644,361,37,1,136.42,11.22
645,362,232,1,155.86,15.85
646,363,208,1,113.76,7.2
647,363,84,1,54.94,6.1
648,364,59,1,105.0,3.88
649,364,58,1,7.39,0.68
650,365,12,1,94.84,3.94
651,366,65,1,165.64,9.64
652,367,5,1,88.33,8.23
653,368,122,1,69.41,3.76
654,368,151,1,116.4,12.26
655,368,83,1,9.7,0.69
656,368,75,1,553.99,38.45
657,369,188,1,15.44,1.24
658,369,66,1,27.73,2.23
659,370,68,1,38.67,1.67
660,370,22,1,412.18,37.67
661,371,173,1,57.93,3.05
662,371,32,1,17.9,1.98
663,371,98,1,25.53,0.83
664,371,89,1,179.88,15.07
665,372,195,1,45.11,4.04
666,372,82,1,53.33,3.09
667,373,158,1,19.01,1.55
668,373,16,2,90.17,9.81
669,373,125,1,111.51,12.84
670,373,120,3,44.88,1.93
671,374,196,1,47.98,5.16
672,374,206,1,760.6,89.28
673,374,179,1,246.47,8.57
674,375,52,2,30.53,2.6
675,375,24,1,89.79,6.97
676,376,101,1,8.28,0.98
677,377,69,1,33.1,2.93
678,377,144,2,50.76,3.78
679,377,121,1,272.89,11.12
680,378,45,1,30.04,3.47
681,379,34,1,127.18,11.79
682,379,244,1,84.79,3.6
683,379,146,1,98.43,5.99
684,380,142,1,230.98,15.88
685,381,35,1,76.68,3.57
686,382,73,1,85.1,7.4
687,383,133,1,37.44,2.89
688,383,65,1,165.64,5.27
689,383,94,1,33.91,2.87
690,383,40,1,97.22,11.51
691,384,154,1,53.6,1.62
692,385,100,1,136.87,8.85
693,386,169,1,69.98,7.51
694,387,189,1,150.51,11.26
695,388,168,1,9.01,1.01
696,388,122,1,69.41,5.83
697,388,108,1,3.52,0.29
698,389,13,1,31.08,1.35
699,390,127,1,82.05,9.37
700,390,95,1,25.87,2.84
701,391,23,1,629.48,24.99
702,391,192,1,82.67,7.56
703,391,149,1,71.93,5.98
704,392,121,1,272.89,23.01
705,392,202,1,130.75,15.66
706,392,86,1,124.98,14.1
707,393,91,1,56.23,6.46
708,394,160,1,19.67,1.24
709,395,27,1,852.23,28.76
710,396,69,2,33.1,3.52
711,396,139,1,488.45,18.65
712,397,232,1,155.86,14.53
713,398,209,1,115.41,6.4
714,398,177,1,81.05,3.42
715,399,104,1,82.65,5.49
716,399,181,1,14.39,0.92
717,400,145,1,366.49,29.51
718,401,29,1,617.47,61.36
719,402,173,1,57.93,6.67
720,403,131,1,203.22,9.27
721,403,59,1,105.0,6.11
722,404,59,1,105.0,6.79
723,404,128,1,13.41,0.83
724,404,168,1,9.01,0.71
725,405,84,1,54.94,5.85
726,405,234,1,17.93,1.36
727,406,209,1,115.41,8.21
728,407,48,1,93.17,8.78
729,407,73,1,85.1,6.35
730,408,128,1,13.41,1.52
731,409,144,1,50.76,5.65
732,409,130,2,76.27,6.82
733,410,109,1,151.47,15.81
734,410,249,1,52.62,3.34
735,411,132,1,74.95,6.29
736,412,121,1,272.89,22.2
737,413,231,1,80.77,9.26
738,413,87,1,391.01,34.72
739,414,143,1,180.32,18.77
740,414,73,1,85.1,5.44
741,415,206,1,760.6,63.9
742,416,24,1,89.79,8.89
743,417,151,1,116.4,10.17
744,418,43,1,137.44,10.76
745,419,49,1,38.8,3.66
746,419,202,3,130.75,12.1
747,419,189,1,150.51,8.37
748,420,196,2,47.98,2.57
749,420,135,1,212.24,20.9
750,421,244,1,84.79,9.0
751,421,156,3,99.5,4.78
752,422,210,1,56.9,2.27
753,422,155,1,18.82,0.95
754,422,147,1,81.1,8.51
755,423,151,1,116.4,9.94
756,423,6,1,251.86,17.49
757,424,190,1,239.32,27.29
758,425,80,1,37.9,2.22
759,426,235,1,75.26,4.57
760,426,83,1,9.7,1.12
761,427,20,3,71.62,7.96
762,428,33,1,30.54,2.31
763,429,169,1,69.98,6.24
764,430,75,1,553.99,58.67
765,430,93,1,25.75,2.17
766,430,97,1,244.48,13.67
767,431,43,1,137.44,5.5
768,431,27,1,852.23,30.56
769,432,104,1,82.65,3.74
770,432,153,1,179.31,20.43
771,433,15,3,114.86,12.77
772,433,9,1,82.19,7.53
773,433,41,1,63.66,1.94
774,434,139,1,488.45,19.91
775,435,125,1,111.51,8.82
776,436,173,1,57.93,5.1
777,437,209,1,115.41,12.92
778,438,230,1,231.23,14.12
779,439,35,1,76.68,5.44
780,440,4,1,95.98,8.38
781,440,144,1,50.76,2.32
782,440,134,1,140.62,16.46
783,440,32,1,17.9,2.15
784,441,248,1,40.02,4.1
785,442,176,1,199.66,21.8
786,443,29,1,617.47,25.47
787,443,39,1,136.95,11.83
788,444,161,1,84.35,6.03
789,444,36,1,55.53,3.93
790,445,40,1,97.22,5.77
791,445,208,1,113.76,7.5
792,446,23,3,629.48,59.25
793,446,235,1,75.26,6.11
794,447,34,1,127.18,13.69
795,447,71,1,179.59,18.19
796,447,206,1,760.6,48.48
797,447,50,1,44.06,2.54
798,448,40,1,97.22,8.62
799,448,83,1,9.7,0.55
800,448,180,1,209.32,21.97
801,448,241,1,40.34,4.02
802,449,48,1,93.17,5.63
803,450,92,1,1151.64,79.3
804,451,58,1,7.39,0.6
805,451,155,1,18.82,0.86
806,451,64,1,191.61,22.71
807,452,3,1,51.08,3.38
808,452,104,1,82.65,8.3
809,453,167,1,139.5,8.16
810,454,96,1,826.6,48.32
811,454,77,1,170.84,19.47
812,454,4,1,95.98,8.17
813,454,36,1,55.53,5.34
814,455,174,2,8.1,0.31
815,455,36,1,55.53,1.71
816,456,197,1,235.87,13.73
817,457,36,1,55.53,3.2
818,458,174,2,8.1,0.9
819,458,67,1,53.0,3.72
820,458,38,1,147.17,8.9
821,459,101,3,8.28,0.37
822,459,54,2,387.71,42.36
823,460,200,2,16.92,1.13
824,461,23,1,629.48,74.59
825,461,121,1,272.89,25.13
826,462,127,1,82.05,9.44
827,463,226,2,134.28,5.67
828,464,144,1,50.76,5.03
829,465,167,1,139.5,11.37
830,466,75,1,553.99,44.88
831,467,109,1,151.47,5.48
832,467,98,1,25.53,1.08
833,467,60,1,85.87,4.9
834,467,3,1,51.08,3.34
835,468,94,1,33.91,1.91
836,469,234,1,17.93,2.13
837,469,216,1,194.01,14.46
838,469,120,1,44.88,3.86
839,469,33,1,30.54,2.54
840,470,20,1,71.62,5.46
841,470,151,1,116.4,13.78
842,471,132,1,74.95,8.36
843,472,101,1,8.28,0.58
844,472,180,1,209.32,14.44
845,472,122,1,69.41,2.34
846,473,159,1,124.76,9.93
847,473,81,2,44.98,1.88
848,473,161,1,84.35,9.96
849,474,58,2,7.39,0.42
850,474,21,1,285.75,13.71
851,474,18,1,17.37,1.26
852,474,155,1,18.82,1.22
853,475,63,1,555.18,34.98
854,475,115,1,27.12,2.06
855,476,97,1,244.48,14.86
856,477,15,1,114.86,6.15
857,478,189,1,150.51,8.13
858,479,232,1,155.86,17.49
859,479,75,1,553.99,59.57
860,479,32,3,17.9,1.98
861,480,143,1,180.32,9.35
862,481,120,1,44.88,4.58
863,482,114,1,164.19,5.12
864,482,250,1,583.02,59.83
865,482,245,1,178.52,19.34
866,483,15,1,114.86,9.92
867,483,36,1,55.53,6.02
868,483,197,3,235.87,16.86
869,484,165,1,6.2,0.25
870,484,197,1,235.87,22.02
871,484,204,1,103.62,4.97
